@relation primary-tumor
@attribute f1 real [-2.18286, 1.31396]
@attribute f2 real [-3.00429, 0.945572]
@attribute f3 real [-1.80721, 1.79267]
@attribute f4 real [-0.940374, 1.36973]
@attribute f5 real [-1.63052, 0.611444]
@attribute f6 real [-6.78255, 0.14699]
@attribute f7 real [-1.90705, 0.522782]
@attribute f8 real [-1.8901, 0.52747]
@attribute f9 real [-1.61815, 0.616116]
@attribute f10 real [-1.44146, 0.691641]
@attribute f11 real [-3.8301, 0.260298]
@attribute f12 real [-7.38741, 0.254738]
@attribute f13 real [-2.65093, 0.376083]
@attribute f14 real [-2.13993, 0.465889]
@attribute f15 real [-5.95417, 0.333433]
@attribute f16 real [-1.63052, 0.611444]
@attribute f17 real [-1.4025, 0.710854]
@attribute clase {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17
@outputs clase
@data
-0.434453, -1.02936, -1.80721, 1.36973, 0.611444, 0.14699, 0.522782, -1.8901, 0.616116, -1.44146, 0.260298, -3.56633, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 0
-0.434453, -1.02936, -1.80721, 1.36973, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, -3.8301, -3.56633, 0.376083, -2.13993, -2.81037, -1.63052, 0.710854, 0
-0.434453, -1.02936, -1.80721, 1.36973, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, -1.63052, 0.710854, 0
-0.434453, 0.945572, 0.592707, 1.36973, 0.611444, 0.14699, -1.90705, 0.52747, -1.61815, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, -1.63052, 0.710854, 0
-0.434453, 0.945572, 0.592707, -0.940374, -1.63052, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, -3.8301, 0.254738, 0.376083, 0.465889, 0.333433, -1.63052, 0.710854, 0
-0.434453, 0.945572, 0.592707, -0.940374, -1.63052, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, -3.56633, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 0
-0.434453, 0.945572, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, -3.8301, 0.254738, 0.376083, 0.465889, 0.333433, -1.63052, 0.710854, 0
1.31396, -1.02936, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, -1.8901, -1.61815, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, -1.63052, -1.4025, 0
1.31396, 0.945572, -1.80721, 1.36973, 0.611444, 0.14699, 0.522782, -1.8901, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, -2.13993, 0.333433, -1.63052, 0.710854, 0
1.31396, 0.945572, -1.80721, 1.36973, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, -1.63052, -1.4025, 0
1.31396, 0.945572, -1.80721, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 0
-0.434453, -1.02936, -0.607252, -0.170341, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, -2.65093, 0.465889, 0.333433, 0.611444, 0.710854, 1
-0.434453, -1.02936, -1.80721, 1.36973, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, -2.65093, 0.465889, 0.333433, 0.611444, 0.710854, 1
1.31396, -1.02936, -0.607252, 0.599693, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, -2.65093, 0.465889, 0.333433, 0.611444, 0.710854, 1
1.31396, -1.02936, -0.607252, 1.36973, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, -2.65093, 0.465889, 0.333433, 0.611444, 0.710854, 1
1.31396, -1.02936, -1.80721, 1.36973, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, -2.65093, 0.465889, 0.333433, 0.611444, 0.710854, 1
-0.434453, -1.02936, -0.607252, -0.940374, 0.611444, 0.14699, -1.90705, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, -2.13993, 0.333433, 0.611444, 0.710854, 2
-0.434453, -1.02936, 0.592707, -0.940374, 0.611444, 0.14699, -1.90705, 0.52747, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 2
-0.434453, -1.02936, 0.592707, -0.940374, -1.63052, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, -2.65093, 0.465889, 0.333433, 0.611444, 0.710854, 3
-0.434453, 0.945572, 0.592707, 1.36973, -1.63052, 0.14699, 0.522782, -1.8901, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, -2.13993, 0.333433, -1.63052, 0.710854, 3
1.31396, 0.945572, 0.592707, -0.940374, -1.63052, 0.14699, -1.90705, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 3
-2.18286, 0.945572, 0.592707, -0.170341, -1.63052, -6.78255, 0.522782, 0.52747, -1.61815, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 4
-2.18286, 0.945572, 0.592707, -0.170341, -1.63052, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, -2.13993, 0.333433, 0.611444, -1.4025, 4
-0.434453, -1.02936, 0.592707, -0.170341, 0.611444, 0.14699, -1.90705, -1.8901, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, -1.63052, -1.4025, 4
-0.434453, -1.02936, 0.592707, -0.940374, -1.63052, 0.14699, -1.90705, 0.52747, 0.616116, 0.691641, -3.8301, 0.254738, 0.376083, 0.465889, 0.333433, -1.63052, 0.710854, 4
-0.434453, -1.02936, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 4
-0.434453, 0.945572, 0.592707, -0.170341, 0.611444, 0.14699, 0.522782, -1.8901, -1.61815, 0.691641, 0.260298, 0.254738, 0.376083, -2.13993, 0.333433, 0.611444, 0.710854, 4
-0.434453, 0.945572, 0.592707, -0.170341, 0.611444, 0.14699, 0.522782, 0.52747, -1.61815, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 4
-0.434453, 0.945572, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, -1.61815, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 4
1.31396, -1.02936, 0.592707, -0.170341, 0.611444, 0.14699, 0.522782, 0.52747, -1.61815, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 4
1.31396, -1.02936, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, -1.61815, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 4
-2.18286, -1.02936, -1.80721, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, -1.61815, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 5
-0.434453, -1.02936, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, -1.8901, -1.61815, -1.44146, 0.260298, 0.254738, 0.376083, -2.13993, 0.333433, 0.611444, -1.4025, 5
1.31396, 0.945572, 0.592707, -0.940374, 0.611444, 0.14699, -1.90705, 0.52747, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, -1.63052, -1.4025, 5
1.31396, 0.945572, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 5
1.31396, -1.02936, 0.592707, -0.170341, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, -1.44146, 0.260298, -3.56633, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 6
-2.18286, -1.02936, -1.80721, 1.36973, -1.63052, 0.14699, 0.522782, -1.8901, -1.61815, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 7
-0.434453, -1.02936, 0.592707, 1.36973, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 7
-0.434453, -1.02936, -1.80721, 1.36973, 0.611444, 0.14699, -1.90705, 0.52747, -1.61815, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, -1.63052, -1.4025, 7
-0.434453, 0.945572, 0.592707, 1.36973, 0.611444, 0.14699, 0.522782, -1.8901, -1.61815, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 7
-0.434453, 0.945572, 0.592707, 1.36973, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 7
1.31396, -1.02936, 0.592707, -0.170341, 0.611444, 0.14699, 0.522782, 0.52747, -1.61815, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 7
1.31396, -1.02936, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 7
1.31396, 0.945572, -0.607252, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 8
1.31396, 0.945572, 0.592707, 1.36973, 0.611444, 0.14699, -1.90705, 0.52747, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 8
1.31396, 0.945572, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 8
1.31396, 0.945572, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 8
-0.434453, -1.02936, 0.592707, -0.940374, 0.611444, 0.14699, -1.90705, -1.8901, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, -1.63052, -1.4025, 9
-0.434453, 0.945572, 0.592707, -0.940374, -1.63052, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 9
-2.18286, -1.02936, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, -1.61815, -1.44146, 0.260298, -3.56633, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 10
-2.18286, 0.945572, -1.80721, -0.170341, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 10
-0.434453, -1.02936, 0.592707, -0.170341, -1.63052, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 10
-0.434453, 0.945572, -1.80721, -0.940374, -1.63052, 0.14699, -1.90705, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 10
1.31396, -1.02936, 0.592707, -0.940374, -1.63052, 0.14699, -1.90705, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 10
1.31396, 0.945572, 0.592707, -0.940374, 0.611444, 0.14699, -1.90705, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 10
-0.434453, -1.02936, 0.592707, 0.599693, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, -2.65093, -2.13993, 0.333433, 0.611444, 0.710854, 11
1.31396, -1.02936, 0.592707, -0.170341, 0.611444, 0.14699, -1.90705, 0.52747, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, -1.63052, -1.4025, 11
-0.434453, 0.945572, 0.592707, -0.170341, 0.611444, 0.14699, 0.522782, -1.8901, -1.61815, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 12
-0.434453, 0.945572, 0.592707, -0.170341, 0.611444, 0.14699, 0.522782, 0.52747, -1.61815, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 12
-0.434453, 0.945572, 0.592707, -0.170341, 0.611444, 0.14699, 0.522782, 0.52747, -1.61815, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 12
-0.434453, 0.945572, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, -1.61815, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 12
-0.434453, 0.945572, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, -1.61815, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 12
-0.434453, 0.945572, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 12
1.31396, 0.945572, 0.592707, 1.36973, 0.611444, 0.14699, -1.90705, 0.52747, -1.61815, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 12
1.31396, 0.945572, -1.80721, 1.36973, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, -1.4025, 12
-0.434453, 0.945572, 0.592707, -0.170341, -1.63052, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, 0.333433, 0.611444, 0.710854, 13
-2.18286, 0.945572, 0.592707, -0.940374, -1.63052, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, -2.81037, 0.611444, 0.710854, 14
-0.434453, 0.945572, 0.592707, -0.940374, -1.63052, -6.78255, 0.522782, 0.52747, -1.61815, -1.44146, 0.260298, 0.254738, 0.376083, 0.465889, -2.81037, 0.611444, 0.710854, 14
-0.434453, 0.945572, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, -2.81037, 0.611444, 0.710854, 14
-0.434453, 0.945572, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, -2.81037, 0.611444, 0.710854, 14
-0.434453, 0.945572, 0.592707, -0.940374, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, 0.376083, 0.465889, -2.81037, 0.611444, 0.710854, 14
1.31396, 0.945572, 0.592707, 0.599693, 0.611444, 0.14699, 0.522782, 0.52747, 0.616116, 0.691641, 0.260298, 0.254738, -2.65093, -2.13993, -2.81037, 0.611444, 0.710854, 14
