@relation audiology-std
@attribute f1 real [-1.2, 1.30547]
@attribute f2 real [-0.919688, 1.9385]
@attribute f3 real [-0.352518, 3.32265]
@attribute f4 real [-0.80836, 1.61496]
@attribute f5 real [-0.734275, 2.19161]
@attribute f6 real [-1.86667, 1.60217]
@attribute f7 real [-0.568927, 1.74742]
@attribute f8 real [-0.0764719, 13.0002]
@attribute f9 real [-0.0764719, 13.0002]
@attribute f10 real [-0.341993, 2.90694]
@attribute f11 real [-0.205993, 4.82613]
@attribute f12 real [-0.0764719, 13.0002]
@attribute f13 real [-0.108467, 9.16547]
@attribute f14 real [-0.248493, 4.00073]
@attribute f15 real [-0.8, 1.59609]
@attribute f16 real [-0.108467, 9.16547]
@attribute f17 real [-0.550598, 6.4425]
@attribute f18 real [-0.288926, 4.50065]
@attribute f19 real [-0.190134, 5.22869]
@attribute f20 real [-0.0764719, 13.0002]
@attribute f21 real [-0.0764719, 13.0002]
@attribute f22 real [-0.108467, 9.16547]
@attribute f23 real [-0.288926, 4.82613]
@attribute f24 real [-0.173044, 5.74507]
@attribute f25 real [-0.361814, 7.4614]
@attribute f26 real [-0.0764719, 13.0002]
@attribute f27 real [-0.0764719, 13.0002]
@attribute f28 real [-0.0764719, 13.0002]
@attribute f29 real [-0.0764719, 13.0002]
@attribute f30 real [-0.0764719, 13.0002]
@attribute f31 real [-0.0764719, 13.0002]
@attribute f32 real [-0.0764719, 13.0002]
@attribute f33 real [-0.205993, 4.82613]
@attribute f34 real [-0.489898, 3.33897]
@attribute f35 real [-0.154311, 6.4425]
@attribute f36 real [-0.288926, 4.82613]
@attribute f37 real [-0.0764719, 13.0002]
@attribute f38 real [-0.133239, 7.4614]
@attribute f39 real [-0.0764719, 13.0002]
@attribute f40 real [-0.0764719, 13.0002]
@attribute f41 real [-0.0764719, 13.0002]
@attribute f42 real [-0.0764719, 13.0002]
@attribute f43 real [-0.2, 13.0002]
@attribute f44 real [-0.205993, 4.82613]
@attribute f45 real [-0.2, 5.22869]
@attribute f46 real [-0.108467, 9.16547]
@attribute f47 real [-0.133239, 7.4614]
@attribute f48 real [-0.393061, 2.52926]
@attribute f49 real [-0.427618, 4.00073]
@attribute f50 real [-0.797703, 1.68504]
@attribute f51 real [-0.802473, 2.47871]
@attribute f52 real [-0.108467, 9.16547]
@attribute f53 real [-0.2, 5.22869]
@attribute f54 real [-0.0764719, 13.0002]
@attribute f55 real [-0.979796, 3.10269]
@attribute f56 real [-4.00073, 0.248493]
@attribute f57 real [-0.489898, 3.87258]
@attribute f58 real [-0.108467, 9.16547]
@attribute f59 real [-0.0764719, 13.0002]
@attribute clase {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51, f52, f53, f54, f55, f56, f57, f58, f59
@outputs clase
@data
1.30547, -0.200103, -0.352518, -0.776022, 1.80231, 0.113197, -0.568927, -0.0764719, -0.0764719, -0.341993, -0.205993, -0.0764719, -0.108467, -0.248493, -0.622866, -0.108467, -0.154311, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, -0.726187, -0.802473, -0.108467, 5.22869, -0.0764719, 1.14427, -4.00073, -0.372363, -0.108467, -0.0764719, 0
1.30547, -0.912972, -0.352518, -0.776022, -0.734275, 0.113197, -0.568927, -0.0764719, -0.0764719, -0.341993, -0.205993, -0.0764719, -0.108467, -0.248493, 1.59609, -0.108467, -0.154311, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, 7.4614, 2.52926, -0.248493, -0.726187, -0.802473, -0.108467, -0.190134, -0.0764719, -0.265965, 0.248493, -0.372363, -0.108467, -0.0764719, 1
-0.761526, 1.22563, -0.352518, 0.419471, -0.734275, 0.113197, -0.568927, -0.0764719, -0.0764719, -0.341993, -0.205993, -0.0764719, -0.108467, -0.248493, -0.622866, -0.108467, -0.154311, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, -0.726187, 0.445008, -0.108467, -0.190134, -0.0764719, -0.971083, 0.248493, -0.372363, -0.108467, -0.0764719, 13
1.30547, -0.912972, -0.352518, 1.61496, 0.534018, -1.37578, -0.568927, -0.0764719, -0.0764719, -0.341993, -0.205993, -0.0764719, -0.108467, -0.248493, 1.59609, -0.108467, -0.154311, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, 4.82613, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, 1.68504, 0.445008, -0.108467, -0.190134, -0.0764719, 0.439152, 0.248493, -0.372363, -0.108467, -0.0764719, 1
-0.761526, 1.22563, -0.352518, 1.61496, -0.734275, 0.609523, -0.568927, -0.0764719, -0.0764719, -0.341993, -0.205993, -0.0764719, -0.108467, -0.248493, -0.622866, -0.108467, -0.154311, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, 1.68504, 0.445008, -0.108467, -0.190134, -0.0764719, -0.971083, 0.248493, -0.372363, -0.108467, -0.0764719, 13
-0.761526, 1.22563, -0.352518, -0.776022, -0.734275, 0.113197, -0.568927, -0.0764719, -0.0764719, -0.341993, -0.205993, -0.0764719, 9.16547, -0.248493, 1.59609, -0.108467, -0.154311, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, -0.726187, 1.69249, -0.108467, 5.22869, -0.0764719, 0.439152, 0.248493, -0.372363, -0.108467, -0.0764719, 2
-0.761526, -0.200103, 2.82014, 1.61496, 0.534018, -1.37578, 1.74742, -0.0764719, -0.0764719, -0.341993, -0.205993, -0.0764719, -0.108467, -0.248493, -0.622866, -0.108467, -0.154311, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, 1.68504, 0.445008, -0.108467, -0.190134, -0.0764719, 0.439152, 0.248493, 1.75011, -0.108467, -0.0764719, 11
-0.761526, -0.912972, -0.352518, 0.419471, -0.734275, -1.37578, -0.568927, -0.0764719, -0.0764719, 2.90694, 4.82613, -0.0764719, -0.108467, -0.248493, -0.622866, -0.108467, -0.154311, 4.50065, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, -0.726187, 1.69249, -0.108467, -0.190134, -0.0764719, -0.265965, -4.00073, -0.372363, -0.108467, -0.0764719, 16
-0.761526, 1.22563, -0.352518, -0.776022, -0.734275, 0.113197, -0.568927, -0.0764719, -0.0764719, 2.90694, -0.205993, -0.0764719, -0.108467, 4.00073, -0.622866, -0.108467, -0.154311, 4.50065, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, -0.726187, -0.802473, -0.108467, -0.190134, -0.0764719, -0.971083, -4.00073, -0.372363, -0.108467, 13.0002, 15
-0.761526, -0.912972, -0.352518, -0.776022, -0.734275, 0.113197, -0.568927, -0.0764719, -0.0764719, 2.90694, 4.82613, -0.0764719, -0.108467, -0.248493, -0.622866, 9.16547, -0.154311, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, 4.82613, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, -0.726187, -0.802473, -0.108467, -0.190134, -0.0764719, -0.971083, -4.00073, -0.372363, -0.108467, -0.0764719, 16
-0.761526, -0.200103, 2.82014, 1.61496, 0.534018, 0.609523, -0.568927, -0.0764719, -0.0764719, -0.341993, -0.205993, -0.0764719, -0.108467, -0.248493, 1.59609, -0.108467, -0.154311, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, 1.68504, 0.445008, -0.108467, -0.190134, -0.0764719, 1.14427, 0.248493, 1.75011, -0.108467, -0.0764719, 14
1.30547, 1.22563, -0.352518, 1.61496, 0.534018, 0.609523, -0.568927, -0.0764719, -0.0764719, -0.341993, -0.205993, -0.0764719, -0.108467, -0.248493, 1.59609, -0.108467, -0.154311, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, 4.82613, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, -0.726187, 0.445008, -0.108467, -0.190134, -0.0764719, -0.265965, 0.248493, -0.372363, -0.108467, -0.0764719, 0
-0.761526, -0.912972, -0.352518, -0.776022, 1.80231, 1.60217, -0.568927, -0.0764719, -0.0764719, -0.341993, -0.205993, -0.0764719, -0.108467, -0.248493, 1.59609, -0.108467, -0.154311, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, -0.133239, -0.393061, 4.00073, -0.726187, 1.69249, 9.16547, -0.190134, -0.0764719, 1.84939, 0.248493, -0.372363, -0.108467, -0.0764719, 3
-0.761526, 1.22563, -0.352518, -0.776022, -0.734275, 0.609523, -0.568927, -0.0764719, -0.0764719, 2.90694, -0.205993, -0.0764719, -0.108467, -0.248493, -0.622866, -0.108467, -0.154311, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, 0.479425, 1.69249, -0.108467, -0.190134, -0.0764719, 0.439152, 0.248493, -0.372363, -0.108467, -0.0764719, 13
-0.761526, -0.200103, 2.82014, 1.61496, 0.534018, -1.37578, -0.568927, -0.0764719, -0.0764719, -0.341993, -0.205993, -0.0764719, -0.108467, -0.248493, -0.622866, -0.108467, 6.4425, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, 13.0002, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, 1.68504, -0.802473, -0.108467, -0.190134, -0.0764719, -0.971083, 0.248493, 0.688872, -0.108467, -0.0764719, 10
1.30547, 1.22563, -0.352518, 1.61496, 0.534018, 0.609523, -0.568927, -0.0764719, -0.0764719, -0.341993, -0.205993, -0.0764719, -0.108467, -0.248493, -0.622866, -0.108467, -0.154311, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, 4.82613, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, 1.68504, 0.445008, -0.108467, -0.190134, -0.0764719, 1.84939, 0.248493, 1.75011, -0.108467, -0.0764719, 8
1.30547, -0.200103, 2.82014, 0.419471, 0.534018, -1.37578, -0.568927, -0.0764719, -0.0764719, -0.341993, -0.205993, -0.0764719, -0.108467, -0.248493, -0.622866, -0.108467, -0.154311, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, 4.82613, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, 1.68504, 1.69249, -0.108467, -0.190134, -0.0764719, -0.265965, 0.248493, 3.87258, -0.108467, -0.0764719, 7
-0.761526, -0.912972, -0.352518, -0.776022, -0.734275, -1.37578, 1.74742, -0.0764719, -0.0764719, -0.341993, -0.205993, -0.0764719, -0.108467, -0.248493, -0.622866, -0.108467, -0.154311, -0.220891, -0.190134, -0.0764719, -0.0764719, -0.108467, -0.205993, -0.173044, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.297742, -0.154311, -0.205993, -0.0764719, -0.133239, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.0764719, -0.205993, -0.190134, -0.108467, -0.133239, -0.393061, -0.248493, -0.726187, -0.802473, -0.108467, -0.190134, -0.0764719, -0.971083, 0.248493, -0.372363, -0.108467, -0.0764719, 4
