@relation cylinder-bands
@attribute f1 real [-0.88764, 1.17346]
@attribute f2 real [-0.185139, 5.3908]
@attribute f3 real [-4.06686, 0.312177]
@attribute f4 real [-0.258424, 7.5247]
@attribute f5 real [-0.141001, 7.07827]
@attribute f6 real [-0.877564, 1.13729]
@attribute f7 real [-1.14449, 2.5409]
@attribute f8 real [-0.147265, 10.6241]
@attribute f9 real [-5.21327, 0.263873]
@attribute f10 real [-1.63512, 0.642925]
@attribute f11 real [-1.24747, 0.996225]
@attribute f12 real [-1.54663, 1.67237]
@attribute f13 real [-1.21047, 1.55084]
@attribute f14 real [-1.35789, 0.852732]
@attribute f15 real [-1.22016, 2.44927]
@attribute f16 real [-0.76937, 1.34846]
@attribute f17 real [-3.18873, 2.23032]
@attribute f18 real [-6.06198, 2.50661]
@attribute f19 real [-2.98137, 3.02579]
@attribute f20 real [-9.57133, 5.79063]
@attribute f21 real [-9.19459, 3.12291]
@attribute f22 real [-2.73368, 2.26596]
@attribute f23 real [-2.04664, 3.23236]
@attribute f24 real [-0.805486, 4.4716]
@attribute f25 real [-4.3217, 1.96657]
@attribute f26 real [-3.8199, 1.76515]
@attribute f27 real [-3.87252, 1.79948]
@attribute f28 real [-0.516206, 6.11974]
@attribute f29 real [-0.0893423, 14.7463]
@attribute f30 real [-4.12634, 1.22879]
@attribute f31 real [-2.68628, 5.69165]
@attribute f32 real [-3.68857, 3.02985]
@attribute f33 real [-7.53083, 1.27323]
@attribute f34 real [-7.85617, 1.27866]
@attribute f35 real [-15.3293, 0.111585]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35
@outputs clase
@data
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, 0.642925, 0.996225, -0.167058, -0.903656, 0.852732, 0.614558, -0.76937, 0.548548, -0.944628, 0.399771, 1.08799, 1.01134, 0.51609, 0.592856, -0.805486, 1.241, 0.450595, 0.503632, -0.516206, -0.0893423, -1.88064, -0.731433, -0.32936, 0.294997, 0.14398, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, 0.698209, -0.147265, 0.263873, 0.642925, 0.248326, -1.08677, 0.630402, -1.35789, -1.22016, 1.34846, -0.572636, -1.53967, 1.52682, -2.04711, -1.9214, 0.266108, 1.42241, -0.112684, -0.935711, 0.450595, 0.00441051, -0.516206, -0.0893423, -0.671416, 0.106361, -0.553308, 0.294997, 0.136617, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, 0.996225, 1.21252, -0.903656, 0.852732, -0.3028, -0.76937, -0.198908, -0.468595, 0.771696, 5.79063, -0.0444493, 0.766072, 0.215785, 0.491675, 0.757285, 0.167348, -0.016833, 6.11974, -0.0893423, -0.153177, 0.106361, 0.790377, 0.294997, -0.105589, 0.111585, 0
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, 0.996225, -0.167058, 1.24403, 0.852732, -0.3028, 1.34846, -0.198908, -1.30165, 0.963294, 2.02852, 0.776718, -0.483838, 0.215785, -0.805486, 0.273572, 0.719317, 0.110628, 1.14278, -0.0893423, -1.01691, 1.22342, 0.790377, 0.294997, 0.394324, 0.111585, 0
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, -0.499573, -0.626915, 0.0167788, -1.35789, -1.22016, -0.76937, 0.735412, -0.706612, -0.35535, 0.460969, -1.21754, 0.266108, -2.04664, -0.805486, -0.451998, 0.450595, 0.503632, 1.14278, -0.0893423, -0.153177, -0.452169, 0.790377, 0.294997, 0.643892, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, 0.698209, -0.147265, 0.263873, 0.642925, -1.24747, 0.752658, 1.24403, 0.852732, 0.614558, -0.76937, 0.473802, -0.944628, 0.963294, -0.479559, -0.513688, 0.266108, -0.312115, 0.535897, 0.273572, 0.30534, -0.250511, 0.313288, -0.0893423, -2.91712, -2.12776, 0.230508, 0.294997, 0.14398, 0.111585, 0
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, -0.499573, -0.626915, -1.21047, -1.35789, -1.22016, 0.289548, 0.735412, -1.65868, -0.727275, -0.16605, -1.45216, 0.266108, -2.04664, 1.155, -0.451998, 0.218187, 0.609849, -0.516206, -0.0893423, 0.0195689, -0.452169, 0.790377, 0.294997, -0.105589, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, 0.698209, -0.147265, 0.263873, 0.642925, 0.996225, 1.21252, 1.24403, 0.852732, 0.614558, -0.76937, -0.198908, -0.944628, 0.963294, 0.523671, -0.982926, -0.233856, -0.538358, 0.830706, 0.515428, 0.218187, -0.335485, 1.14278, -0.0893423, -1.01691, -0.172904, 0.230508, 0.294997, 0.14398, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, 0.996225, -1.54663, -0.903656, 0.852732, 0.614558, 1.34846, 0.17482, -0.706612, -2.98137, -0.103348, -0.396378, -0.233856, -0.538358, 1.40558, -0.0892129, -0.188526, -0.154916, -0.516206, -0.0893423, -1.3624, -0.172904, 0.118535, 0.294997, 0.14398, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, 0.698209, -0.147265, 0.263873, 0.642925, -1.24747, 0.752658, 1.24403, 0.852732, 0.614558, -0.76937, 0.922276, -0.230579, -0.727275, 0.210161, -0.513688, 0.266108, -0.236701, -0.805486, -0.331069, 0.450595, 0.503632, -0.516206, -0.0893423, 0.192315, 2.06121, 0.00656096, 0.294997, 0.152505, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, 0.642925, 0.996225, 1.67237, 1.24403, 0.852732, 0.614558, 1.34846, -0.198908, -0.230579, -0.35535, 0.962584, -0.0444493, 1.01605, 0.215785, -0.805486, 0.515428, 0.719317, 0.110628, -0.516206, -0.0893423, 0.0195689, -0.172904, 0.230508, 0.294997, -0.105589, 0.111585, 1
-0.88764, -0.185139, -4.06686, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, 0.642925, 0.996225, 1.67237, -1.21047, 0.852732, 0.614558, 1.34846, -0.572636, -0.82562, -0.727275, 0.14746, 2.53636, 0.766072, 0.215785, -0.805486, 0.999141, 0.0438814, 1.09845, -0.516206, -0.0893423, -4.12634, -2.68628, -0.32936, 0.294997, -0.105589, 0.111585, 0
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, 0.698209, -0.147265, 0.263873, 0.642925, 0.996225, 1.21252, -0.903656, -0.252581, 0.614558, 1.34846, -0.572636, -0.944628, -0.35535, -0.793068, -0.396378, 2.26596, -0.538358, 0.31479, -4.3217, 0.123772, 0.163737, -0.516206, -0.0893423, 0.192315, 2.89901, 0.00656096, 0.294997, 0.4106, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, 0.698209, -0.147265, 0.263873, 0.642925, 0.996225, 1.21252, 1.24403, -0.252581, 0.614558, 1.34846, -0.385772, -0.944628, -0.35535, -0.793068, 0.19017, 2.26596, -0.538358, 0.115793, -4.3217, -0.0360087, 0.556741, -0.516206, -0.0893423, 1.05605, 1.50268, 0.00656096, 0.294997, 0.4106, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, 0.642925, -1.24747, 0.2928, -0.903656, -0.252581, 0.614558, -0.76937, -0.198908, 0.126446, -2.98137, 0.460969, 0.894027, 0.266108, -0.0858721, 0.609599, 0.454964, 0.0438814, 0.0787627, -0.101459, -0.0893423, 0.8833, 0.944154, 0.00656096, 0.294997, -0.105589, 0.111585, 0
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, -1.63512, 0.248326, -1.08677, 0.630402, -1.35789, -1.22016, -0.76937, 0.548548, 0.483471, -0.35535, -1.2069, -0.513688, -0.233856, -2.04664, -0.0979435, -0.367348, 0.501434, -0.0805634, -0.101459, -0.0893423, 1.05605, 2.89901, 0.790377, 0.294997, -0.105589, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, -1.63512, 0.248326, -1.08677, -0.903656, -1.35789, -1.22016, -0.76937, 0.548548, 0.483471, -0.35535, -0.880851, -0.982926, -0.233856, 1.49783, 0.698042, -0.367348, -0.115899, 0.24871, -0.516206, -0.0893423, 1.05605, 0.106361, 0.790377, 0.294997, -0.105589, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, -1.63512, -1.24747, 0.2928, -0.903656, 0.852732, 0.614558, -0.76937, -0.572636, 0.602479, 0.399771, 0.0220559, 0.19017, 0.266108, -0.538358, -0.805486, 0.273572, 1.76515, -1.4189, -0.516206, -0.0893423, 0.192315, 0.804522, 0.00656096, 0.294997, 0.4106, 0.111585, 0
-0.88764, -0.185139, -4.06686, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, 0.642925, 0.996225, -0.167058, -0.903656, 0.852732, 0.614558, 1.34846, -0.572636, 0.602479, -0.727275, -0.16605, 0.19017, 0.51609, 0.969927, 0.462194, 0.757285, 0.0874579, 0.12125, 2.80177, -0.0893423, -1.18966, 0.106361, -0.32936, 0.294997, -0.105589, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, 0.642925, 0.996225, -0.167058, -0.903656, 0.852732, 0.614558, 1.34846, -0.198908, -0.11157, -0.727275, 0.460969, -1.21754, 0.51609, 0.215785, -0.805486, 1.48285, 0.450595, 0.503632, 2.80177, -0.0893423, 0.192315, 1.50268, 0.00656096, 0.294997, 0.136617, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, 0.698209, -0.147265, 0.263873, 0.642925, 0.996225, 1.21252, 1.24403, 0.852732, 0.614558, 1.34846, -0.385772, 0.959504, -0.35535, 0.460969, -0.396378, 0.266108, -0.538358, -0.171646, -4.3217, 0.123772, 0.514254, -0.516206, -0.0893423, 0.192315, 1.50268, 0.00656096, 0.294997, 0.394324, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, -1.63512, -1.24747, 0.752658, 1.24403, 0.852732, 0.614558, -0.76937, -0.198908, 0.602479, -0.35535, 0.774478, 0.0728602, -0.73382, 0.0649564, -0.805486, 1.241, 0.552273, 0.354928, -0.516206, -0.0893423, 0.192315, 1.50268, -0.32936, 0.294997, 0.394324, 0.111585, 0
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, 0.698209, -0.147265, 0.263873, 0.642925, 0.996225, 1.67237, 1.24403, 0.852732, 1.53192, -0.76937, 0.361684, 2.03058, 0.963294, 0.460969, 0.19017, 0.266108, 0.215785, -0.805486, 1.12007, -0.0360087, 1.21529, -0.516206, -0.0893423, -1.53515, -0.591801, 0.230508, 0.294997, 0.394324, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, 0.698209, -0.147265, 0.263873, -1.63512, 0.996225, 1.21252, -0.903656, 0.852732, 0.614558, 1.34846, -0.385772, 2.2686, 0.771696, -0.228752, -1.68678, 0.266108, 0.0649564, -0.30431, -0.693854, 0.356179, 0.280576, -0.516206, -0.0893423, 0.192315, 0.106361, 0.790377, 0.294997, 0.428426, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, -1.63512, 0.248326, -1.08677, 0.630402, -1.35789, -1.22016, -0.76937, 0.548548, 2.14959, 1.15489, 1.08799, 0.424789, 0.266108, 1.72407, -0.805486, -0.210141, 0.719317, 0.110628, -0.516206, -0.0893423, 1.05605, 0.106361, 0.790377, 0.294997, 0.394324, 0.111585, 0
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, -0.499573, -0.626915, -1.21047, -1.35789, -1.22016, -0.76937, 0.548548, 2.03058, 1.15489, -1.16928, -0.982926, -2.73368, -2.04664, 2.20157, -0.210141, -0.457248, -0.335485, -0.516206, -0.0893423, 0.192315, 0.106361, 0.790377, 0.294997, 0.394324, 0.111585, 0
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, -1.24747, 0.752658, 1.24403, -1.35789, -1.22016, -0.76937, 0.361684, 1.43554, 0.399771, 0.711776, 0.659408, -0.73382, -0.0104578, 2.24579, 0.0317153, -0.820385, 0.163737, 1.55753, -0.0893423, 0.365061, -1.84849, 0.790377, -1.07452, -0.361358, 0.111585, 0
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, -0.499573, -0.626915, -1.21047, -1.35789, -1.22016, -0.76937, 0.548548, -0.349587, -0.35535, -1.42009, 0.19017, 1.26604, -2.04664, 1.98046, -0.210141, -0.391883, -0.261133, -0.516206, -0.0893423, 0.537808, -1.0107, 0.790377, -1.07452, -0.105589, 0.111585, 0
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, 0.248326, -1.08677, 0.630402, -1.35789, -1.22016, 1.34846, 0.922276, 0.364463, 0.027846, -0.16605, -0.982926, -0.233856, 2.47821, -0.30431, -0.451998, 0.30534, 0.354928, -0.516206, -0.0893423, -2.39888, -1.56923, 1.35025, 0.294997, 0.15018, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, 0.642925, -1.24747, 0.2928, -0.903656, 0.852732, -1.22016, -0.76937, -0.198908, -1.53967, 0.399771, 0.460969, 1.59788, -0.233856, -0.161286, -0.643341, 0.273572, 0.0874579, 0.928501, -0.516206, -0.0893423, 0.192315, 0.106361, -0.32936, -1.07452, -0.105589, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, -1.63512, 0.996225, -1.54663, 0.630402, 0.852732, -1.22016, 1.34846, 0.361684, -1.18264, 0.771696, 1.71501, -0.513688, -0.73382, 0.215785, 1.80358, 0.273572, -0.609765, 0.174358, 0.313288, -0.0893423, 0.192315, 0.106361, 0.790377, -1.07452, -0.105589, 0.111585, 0
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, 0.698209, -0.147265, 0.263873, -1.63512, 0.996225, 1.21252, 1.24403, 0.852732, 0.614558, -0.76937, -0.198908, -0.349587, 0.399771, -0.16605, 0.424789, 1.26604, 0.592856, -0.805486, -0.16177, 0.486909, 0.450523, -0.516206, -0.0893423, -1.53515, 1.50268, -0.105413, -1.07452, -0.105589, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, -1.63512, 0.248326, -1.08677, 0.630402, -1.35789, -1.22016, -0.76937, 0.548548, 0.126446, -0.727275, -0.793068, 0.19017, 0.266108, 2.47821, -0.156905, -0.210141, 0.167348, 0.450523, -0.516206, -0.0893423, 0.192315, 0.106361, 0.790377, -1.07452, -0.105589, 0.111585, 0
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, -0.499573, -0.626915, 0.0167788, -1.35789, -1.22016, -0.76937, 0.361684, 0.364463, -0.727275, 0.51113, -1.10024, 1.26604, -2.04664, -0.319051, -0.210141, 0.210925, 0.49301, -0.516206, -0.0893423, 0.192315, -0.172904, 0.790377, -1.66146, 0.15018, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, -1.24747, 0.752658, -0.903656, -1.35789, -1.22016, -0.76937, 1.296, -0.11157, 0.399771, -0.16605, -0.748307, 0.266108, 0.215785, 1.53825, -0.210141, -0.609765, 0.354928, -0.101459, -0.0893423, 1.05605, -1.28996, 0.790377, -1.07452, -0.105589, 0.111585, 0
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, 0.642925, -1.24747, 0.2928, -0.903656, -1.35789, 0.614558, -0.76937, -0.198908, 0.364463, 0.399771, -0.16605, 1.12865, 0.266108, 0.0649564, -0.805486, 0.0317153, 0.450595, 0.503632, -0.516206, -0.0893423, 0.192315, 0.66489, -0.32936, -1.07452, -0.105589, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, -1.63512, 0.996225, -1.54663, 0.630402, 0.852732, -1.22016, 1.34846, -0.198908, 0.364463, 0.771696, -0.730366, 0.19017, -2.73368, -0.538358, 2.85015, 0.152644, -0.820385, -0.271755, 0.728035, -0.0893423, 0.192315, -0.452169, 0.790377, 0.294997, 0.15018, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, -0.496098, -0.499573, -0.626915, 0.32359, -1.35789, 1.53192, 1.34846, 0.361684, 1.31653, 0.771696, -0.16605, 0.659408, -2.73368, -2.04664, 0.0199803, -4.3217, 0.261764, 0.18498, -0.516206, -0.0893423, 0.192315, 0.106361, 0.230508, 0.294997, -0.361358, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, 10.6241, 0.263873, 0.642925, 0.996225, -0.167058, 1.24403, 0.852732, 0.614558, -0.76937, -0.946364, 0.00743802, 0.771696, 0.460969, -0.279068, 0.766072, -0.161286, 2.00994, 1.12007, -0.718707, 0.18498, 0.728035, -0.0893423, -2.05339, -1.28996, -0.32936, -0.683231, 0.15018, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, -1.14449, -0.147265, 0.263873, -1.63512, -1.24747, 0.2928, 1.24403, 0.852732, 0.614558, -0.76937, 0.735412, 0.364463, 1.89874, 0.649074, 1.36327, 0.266108, 0.819099, -0.805486, 0.0317153, 0.719317, 0.216845, -0.516206, -0.0893423, 0.8833, 0.385625, 0.00656096, -0.683231, -0.105589, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, -1.63512, -1.24747, 0.2928, 1.24403, -1.35789, -1.22016, -0.76937, 1.10914, 0.483471, 0.771696, -0.793068, 0.894027, 0.266108, 0.215785, 1.11078, -0.210141, -0.188526, 0.0575192, -0.516206, -0.0893423, 0.8833, -0.172904, 0.118535, -0.683231, -0.105589, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, 2.5409, -0.147265, 0.263873, -1.63512, -0.499573, -0.626915, 0.32359, -1.35789, -1.22016, -0.76937, 0.548548, 0.959504, 1.52682, -0.16605, 1.36327, 0.266108, -2.04664, -0.805486, -0.693854, 0.450595, 0.503632, -0.516206, -0.0893423, 0.192315, 0.106361, 0.790377, -0.683231, -0.105589, 0.111585, 0
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, -0.496098, 0.996225, -0.167058, 0.32359, 0.852732, 0.614558, 1.34846, 0.548548, 0.840496, 0.399771, 0.460969, -9.19459, 0.766072, -0.236701, -0.805486, 0.999141, 0.450595, 0.503632, -0.516206, -0.0893423, -2.05339, -1.0107, -0.32936, 0.686288, -0.59, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, -1.63512, -1.24747, 0.2928, 1.24403, -1.35789, 0.614558, -0.76937, 1.66973, 0.840496, 1.52682, -0.16605, -0.513688, -0.233856, 0.366613, -0.805486, 0.0317153, 0.356179, 0.641715, -0.101459, -0.0893423, 0.192315, 0.106361, 0.566429, -0.29194, 0.14243, 0.111585, 0
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, -1.24747, 0.752658, 1.24403, 0.852732, -1.22016, 1.34846, 1.48287, -0.468595, -1.0992, 1.08799, -0.396378, 0.266108, 0.215785, 1.3024, -0.210141, -0.362832, 0.174358, -0.516206, -0.0893423, 1.05605, -1.28996, 0.790377, 0.294997, -0.345857, 0.111585, 0
1.17346, 5.3908, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, -1.63512, 0.996225, -1.54663, 0.630402, 0.852732, 0.614558, 0.289548, 0.548548, 0.959504, 0.771696, -0.479559, -0.865616, -0.233856, -0.538358, 0.830706, -0.331069, 0.210925, -0.335485, -0.516206, -0.0893423, 0.192315, 0.106361, 0.790377, -7.53083, -7.85617, 0.111585, 0
