@relation wall-following
@attribute f1 real [-1.33485, 4.39509]
@attribute f2 real [-1.34032, 1.91325]
@attribute f3 real [-1.6188, 2.0359]
@attribute f4 real [-1.49958, 1.69586]
@attribute f5 real [-1.37285, 1.52435]
@attribute f6 real [-1.38711, 1.64663]
@attribute f7 real [-1.5768, 1.17203]
@attribute f8 real [-1.51265, 2.29103]
@attribute f9 real [-1.68731, 1.3813]
@attribute f10 real [-1.54635, 1.67422]
@attribute f11 real [-1.27812, 1.78694]
@attribute f12 real [-1.0404, 2.33909]
@attribute f13 real [-0.963479, 2.04469]
@attribute f14 real [-0.909703, 1.7817]
@attribute f15 real [-0.997282, 1.62887]
@attribute f16 real [-0.708296, 3.45713]
@attribute f17 real [-0.654758, 4.25674]
@attribute f18 real [-0.625359, 4.59764]
@attribute f19 real [-0.627373, 3.44381]
@attribute f20 real [-0.631907, 3.43731]
@attribute f21 real [-0.716582, 4.48941]
@attribute f22 real [-0.895875, 2.05001]
@attribute f23 real [-0.919933, 2.66751]
@attribute f24 real [-1.04435, 2.97397]
@attribute clase {0, 1, 2, 3}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24
@outputs clase
@data
0.832563, -0.136896, -0.271234, -0.670935, -0.502195, 0.873186, 0.54813, 0.380191, -0.109525, 0.36978, 1.77319, -0.4993, 2.04256, 1.7817, 1.62887, -0.115706, 0.0999587, -0.186923, -0.294514, -0.318284, -0.309793, 2.05001, -0.207554, 0.118639, 0
1.09166, -0.0312329, 2.01265, -0.693847, -0.474567, 0.240085, 0.581376, 0.329811, -0.149319, 0.267321, 1.02357, -0.624971, 2.04256, -0.678866, -0.696484, -0.188528, -0.171782, 0.0255494, -0.236854, -0.267473, -0.261339, 2.05001, 2.66751, 0.21599, 0
0.903564, 0.079394, 2.01265, -0.623584, -0.437232, 0.786642, 0.611793, 0.292926, 0.258208, 0.206152, 0.983773, -0.853098, -0.804294, -0.765747, 0.741636, -0.234042, -0.0911089, -0.146452, -0.196666, -0.228928, -0.199363, 1.55372, 2.66751, 0.10647, 0
0.899827, 0.079394, 2.01265, -0.622057, -0.431258, 0.78976, 0.611793, 0.295625, 0.260419, 0.211504, 0.983773, -0.852298, -0.803584, -0.765747, 0.741636, -0.223119, -0.0879244, -0.146452, -0.196666, -0.228928, -0.203871, 1.55182, 2.66751, 0.10647, 0
0.909793, 0.0637928, 0.0237712, -0.606018, -0.428272, 0.785862, 0.613208, 0.291127, 0.257471, 0.20921, 0.982326, -0.8563, -0.807137, -0.768918, 0.739887, -0.235863, -0.0794325, -0.147576, -0.194919, -0.227176, -0.193729, 1.55436, 2.66751, 0.0308497, 0
0.979548, 0.134707, 0.0542337, -0.587689, -0.418565, 0.794438, 0.627355, 0.272234, 0.22873, 0.172508, 0.964236, -0.893921, -0.84338, -0.803163, -0.73146, -0.250427, -0.0868629, -0.152073, -0.118038, -0.200894, -0.17908, 1.56454, 2.66751, 0.0786558, 0
0.999479, 0.129743, 0.0590436, -0.578524, -0.415578, 0.788981, 0.630892, 0.265937, 0.220624, 0.166392, 0.962066, -0.905127, -0.853329, -0.812041, -0.422501, -0.645487, -0.0911089, -0.153197, -0.122406, -0.195638, -0.164431, 1.56772, 2.66751, 0.0925631, 0
1.01941, 0.133289, 2.01265, -0.570887, -0.408857, 0.758573, 0.638673, 0.25874, 0.214728, 0.15951, 0.957001, -0.917134, -0.863989, -0.821554, -0.748366, -0.659141, -0.0942933, -0.154322, -0.12328, -0.217539, -0.11147, 1.57154, 2.66751, 0.0873478, 2
1.13152, 0.184348, 0.137605, -0.53881, -0.626147, 0.731284, -0.3764, 0.225453, -0.235541, 0.417186, 1.77319, -0.977968, -0.918709, -0.871019, -0.804911, -0.708296, -0.102785, -0.0632618, -0.247338, -0.18863, -0.122738, 1.58935, 2.66751, 2.97397, 2
1.16017, 0.202076, 2.01265, -0.527355, 1.52435, 0.723487, 0.662016, 0.214657, -0.245121, -0.0255275, 1.77319, -0.992376, -0.932922, -0.886239, -0.821233, -0.264992, -0.103847, -0.13521, -0.250832, -0.142199, -0.11147, 2.05001, -0.219169, 0.0682254, 2
1.14896, 1.89552, 0.0975226, -0.129453, 1.52435, 0.728166, 1.16637, 2.21276, -0.248806, -0.0255275, -0.535733, 2.33909, -0.905206, -0.848823, -0.825314, -0.36057, -0.111277, -0.14308, -0.256948, -0.165853, -0.123865, 2.05001, 1.04066, 0.015204, 2
1.15145, 1.89552, 0.0975226, -0.130216, 1.52435, 0.728166, 1.16637, 2.21276, -0.248069, -0.0247629, -0.535009, 1.41137, -0.82135, -0.815212, -0.825314, -0.364212, -0.618668, -0.140831, -0.2552, -0.167605, -0.124992, 2.05001, 2.66751, 2.97397, 2
1.15269, 1.89552, 0.0967209, -0.509025, 1.52435, 0.728945, 1.16637, 2.21276, -0.248069, -0.0247629, -0.53718, 1.41377, -0.822061, -0.879263, -0.825314, -0.365122, -0.622914, -0.0385296, -0.25258, -0.168481, -0.124992, 2.05001, -0.296602, 0.0178116, 2
-0.195089, 0.0623745, 0.878325, -0.132508, -0.240103, -0.534139, 0.357848, 1.17907, 1.3813, -0.0224691, 0.196524, -0.21274, 1.22603, -0.777162, -0.825897, -0.387879, -0.217426, -0.600626, -0.179193, -0.200894, -0.172319, -0.593652, -0.504121, 2.97397, 2
-0.24616, 0.0694659, -0.0652114, -0.128689, 1.52435, -0.589496, 1.16637, 1.17278, -0.222276, -0.0178813, 0.321703, -0.21194, 2.04256, 1.7817, -0.828229, -0.389699, -0.22061, -0.605123, -0.170457, -0.229804, -0.181334, -0.431406, -0.511864, 2.97397, 2
-0.247406, -0.434737, -0.066013, -0.124107, -0.232636, -0.587937, 1.16637, 1.17188, 0.870604, -0.0155875, 0.191459, 0.731788, 1.22603, 1.7817, -0.82648, -0.39152, -0.222733, -0.607371, -0.181814, -0.287622, -0.318808, -0.433314, -0.51651, 2.36118, 2
1.7917, -0.512743, -0.0676163, -0.119524, 1.52435, -0.582479, -0.797991, 1.17278, -0.21417, -0.0132936, 0.192183, -0.204736, 1.22674, 1.7817, -0.824731, -0.39243, -0.230164, -0.0396538, -0.181814, -0.284994, -0.325569, -0.382414, -0.519607, 2.97397, 2
1.78548, -0.509907, -0.0668147, -0.0744644, -0.234876, -0.58014, -0.788088, 1.17367, -0.210485, -0.0102352, 0.192183, 0.604517, -0.213036, 1.7817, -0.82065, -0.39061, -0.232287, -0.0475231, -0.180067, -0.292003, -0.326696, -0.583472, -0.518058, 2.97397, 2
0.0465651, 1.89552, -0.277647, -0.0637722, -0.237863, 1.64273, -0.84397, 1.17817, 1.3813, 1.6574, 0.190736, 0.596512, -0.216589, 1.05685, 1.62887, -0.39243, -0.24184, -0.148701, -0.60029, -0.209655, -0.325569, -0.593016, -0.556775, -0.592369, 1
-0.485323, 1.89552, -0.30811, -0.0622447, -0.237116, -0.184841, -0.786673, 1.17817, 1.3813, -0.00105976, 0.190736, 0.596512, -0.219432, 1.05495, 1.62887, -0.39334, -0.243963, -0.152073, -0.607279, -0.211407, -0.318808, -0.594288, -0.559872, -0.595845, 1
-0.476603, 1.89552, -0.393886, -0.282198, -0.23637, -0.18796, -0.788795, 1.17727, 1.3813, -0.00641208, 0.189289, 0.598914, -0.224406, 1.7817, 1.62887, -0.396071, -0.247147, -0.161067, -0.613395, -0.213159, -0.212885, -0.662368, -0.558323, -0.60193, 1
4.39509, 1.89552, -0.428357, -0.265396, -0.223676, -0.175485, -0.785258, 1.15748, 1.3813, -0.0316445, 0.164687, 0.719781, -0.249279, 1.03655, -0.750114, -0.409725, -0.264131, -0.183551, -0.158226, -0.19301, -0.225281, -0.652824, -0.531996, -0.563685, 0
-0.41183, 1.89552, -0.0211209, -0.254704, -0.217702, -0.166909, -0.792332, -0.34222, 1.3813, -0.0431137, 0.15311, 0.55569, -0.26136, 1.7817, -0.758276, -0.415187, -0.271562, -0.189172, -0.147742, -0.182497, -0.277115, -0.645189, -0.521156, -0.552385, 0
-0.384426, 1.89552, -0.00588965, -0.243248, -0.213222, 1.64273, -0.83053, -0.348518, 1.3813, -0.0561122, 0.140809, 0.537279, -0.274152, 1.7817, -0.762356, -0.421559, -0.280054, -0.198165, -0.267431, -0.170233, -0.203871, -0.635009, -0.507992, -0.53674, 2
-0.629817, 1.89552, 2.01265, -0.218045, -0.200528, -0.102975, -0.842555, -0.356615, 1.3813, 1.6574, 0.11259, 0.50286, -0.0225823, 1.7817, 1.62887, -0.431572, -0.295976, -0.213904, -0.272673, -0.615262, -0.223027, -0.612103, -0.496377, -0.549778, 1
-0.629817, 1.89552, 2.01265, -0.210408, -0.194554, -0.142739, -0.826993, 2.21276, 1.3813, -0.0912847, 0.103907, 0.492454, 0.508271, 1.7817, 1.62887, -0.435213, -0.300222, -0.222897, -0.285778, -0.611758, -0.206124, -0.594924, -0.490183, -0.546301, 1
-0.579991, 1.89552, 2.01265, -0.177568, -0.176634, -0.131043, 1.16637, -0.409694, 0.429177, -0.131809, 0.0619396, 0.445228, 0.460658, 1.7817, 1.62887, -0.373314, -0.321451, -0.251002, -0.312861, -0.298135, -0.277115, -0.525572, -0.45921, -0.428089, 0
4.39509, 1.89552, 2.01265, -0.166875, -0.16842, -0.125586, 1.16637, -0.397998, 0.415913, 1.6574, 0.0496388, 0.507663, 0.442892, 1.7817, 1.62887, -0.387879, -0.324636, -0.258872, -0.318976, -0.307771, -0.670381, -0.514119, -0.445272, -0.502841, 0
4.39509, 1.89552, -0.515736, -0.140145, -0.158713, -0.117789, -0.925317, -0.41869, 0.39012, 1.6574, 1.77319, 0.388396, 0.401674, -0.401736, 1.62887, -0.407905, -0.336312, -0.272362, -0.330334, -0.315656, -0.647845, -0.538297, -0.476245, -0.265548, 0
4.39509, 1.89552, 2.01265, -0.13098, -0.154979, -0.111551, -0.841847, -0.421389, 0.381276, 1.6574, 0.00333008, 0.374788, 0.387461, -0.414419, 0.845983, -0.410636, -0.300222, -0.276859, -0.333828, -0.32354, -0.635449, -0.498213, -0.46463, -0.43765, 0
4.39509, 1.89552, 2.01265, -0.111887, -0.140792, -0.104534, -0.848214, -0.433084, 0.360642, 1.6574, -0.0198243, 0.353977, 0.361167, -0.438517, 1.62887, 3.45713, -0.346927, -0.286976, -0.341691, 1.814, -0.607278, -0.460674, -0.436754, -0.422874, 0
