@relation vowel
@attribute a01 integer [0, 1]
@attribute a02 integer [0, 14]
@attribute a03 integer [0, 1]
@attribute a04 real [-5.211, -0.941]
@attribute a05 real [-1.274, 5.074]
@attribute a06 real [-2.487, 1.431]
@attribute a07 real [-1.409, 2.377]
@attribute a08 real [-2.127, 1.831]
@attribute a09 real [-0.836, 2.327]
@attribute a10 real [-1.537, 1.403]
@attribute a11 real [-1.293, 2.039]
@attribute a12 real [-1.613, 1.309]
@attribute a13 real [-1.68, 1.396]
@attribute class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
@inputs a01, a02, a03, a04, a05, a06, a07, a08, a09, a10, a11, a12, a13
@outputs class
@data
0, 1, 0, -3.985, 3.614, 0.584, -0.42, -1.105, -0.174, 0.348, 0.885, -0.165, 0.65, 7
0, 2, 0, -1.674, 1.711, -1.04, 1.136, -0.869, 1.036, -0.157, 0.946, -0.361, 0.02, 3
0, 2, 0, -2.624, 1.653, -0.156, 2.023, -1.052, 0.086, -0.752, 1.341, 0.196, 0.71, 6
0, 2, 0, -3.693, 3.067, -0.273, 1.619, -1.905, 0.045, 0.0060, 1.347, 0.346, 0.36, 7
0, 2, 0, -4.386, 2.271, -0.157, 1.536, -0.614, 0.23, 0.57, -0.117, 1.074, 0.397, 9
0, 2, 0, -1.4, 0.316, -1.894, 0.83, -0.242, 2.038, 0.0030, 1.667, -0.515, -0.087, 1
0, 2, 0, -2.274, 1.653, -0.226, 1.857, -0.971, 0.327, -0.605, 1.121, 0.121, 0.291, 4
0, 3, 0, -1.614, 0.287, -1.195, -0.252, -0.257, 1.251, 0.281, 0.898, 0.188, -0.423, 1
0, 3, 0, -2.439, 0.789, 0.082, 0.242, -0.693, 0.595, -0.353, 0.702, 0.413, 0.098, 10
0, 3, 0, -3.198, 1.373, 0.392, 0.423, -1.203, 0.656, -0.428, 0.994, 0.576, 0.865, 8
0, 3, 0, -3.772, 0.904, -0.195, 0.317, -0.473, 1.31, -0.043, 0.898, 0.536, 0.503, 9
0, 3, 0, -2.483, 0.81, 0.185, 0.284, -0.917, 0.73, -0.111, 0.613, 0.373, 0.184, 10
0, 3, 0, -2.052, 1.483, -0.488, 0.041, -0.131, 0.273, -0.112, -0.064, 0.307, -0.8, 3
0, 3, 0, -3.53, 1.268, 0.903, 1.887, -1.279, 0.0080, -1.441, 0.657, 0.873, 1.042, 7
0, 3, 0, -1.933, 0.728, -1.015, 0.27, 0.199, 0.78, 0.192, 0.706, -0.446, -0.595, 2
0, 3, 0, -2.076, 1.413, -0.584, 0.19, -0.35, 0.518, -0.406, 0.313, 0.027, -0.724, 3
0, 3, 0, -3.246, 0.712, 0.39, 0.82, -1.352, 1.074, 0.197, 0.857, -0.056, 0.485, 8
0, 3, 0, -4.521, 1.43, 0.162, 0.58, -0.351, 1.339, -0.259, 0.81, 0.431, -0.102, 9
0, 3, 0, -2.804, 1.021, 0.254, 0.331, -0.654, 0.854, -0.085, 0.678, 0.259, -0.031, 10
0, 4, 1, -3.406, 2.403, 1.025, 0.108, -1.1, -0.316, 0.099, 1.541, -0.304, -0.671, 6
0, 4, 1, -4.071, 2.754, -0.232, -0.262, 0.356, 0.694, 0.381, 0.5, -0.721, -0.859, 8
0, 4, 1, -3.128, 0.28, 0.955, 1.264, 0.753, 0.437, -0.841, -0.517, -0.473, 0.0, 1
0, 4, 1, -2.986, 2.072, -0.311, -0.083, -0.878, 0.449, 0.916, 0.082, -0.905, -0.109, 4
0, 4, 1, -3.003, 1.163, -0.45, 0.328, 0.097, 0.574, 0.427, -0.017, -1.146, -0.06, 5
0, 5, 1, -3.901, 2.485, -0.95, 0.702, -0.47, 1.146, -0.109, 1.597, 0.146, -1.197, 8
0, 5, 1, -2.875, 0.868, -0.728, 1.439, 0.355, 0.846, -0.378, -0.233, -1.072, 0.505, 2
0, 5, 1, -3.394, 0.557, -0.573, 1.704, 0.608, 1.644, 0.109, 0.2, -1.507, -0.225, 1
0, 5, 1, -4.885, 3.967, -0.948, 0.373, 0.255, -0.121, 0.43, -0.013, 0.018, -1.518, 9
0, 6, 1, -2.659, -0.101, -0.687, 0.697, 1.081, 1.045, -0.149, 0.184, -0.927, 0.327, 1
0, 6, 1, -2.103, 0.655, -0.84, 1.195, 0.377, 0.135, -0.504, -0.549, -0.404, 0.602, 2
0, 6, 1, -2.563, 2.829, -0.283, -0.368, -1.593, 0.408, 0.121, 0.933, -0.946, -0.356, 4
0, 6, 1, -3.76, -0.32, -0.24, 1.273, 1.751, 1.125, 0.23, -0.723, -0.501, 0.315, 0
0, 6, 1, -2.01, 2.164, -0.626, 0.389, -0.24, -0.441, 0.103, -0.27, -0.647, 0.165, 3
0, 6, 1, -2.729, 2.104, -0.505, 0.138, -0.533, 0.455, 0.148, -0.407, -1.059, 0.625, 5
0, 6, 1, -4.036, 2.141, -0.355, -0.602, 0.837, 0.663, -0.013, 0.507, -1.412, 0.21, 8
0, 6, 1, -2.081, 2.043, -0.521, 0.578, -0.463, -0.246, -0.041, -0.162, -0.814, 0.425, 3
0, 7, 1, -3.975, 3.066, -0.506, -0.827, -0.478, 0.434, 0.356, 0.939, -1.309, 0.204, 6
0, 7, 1, -4.151, 2.069, -0.605, 0.111, 0.41, 0.354, -0.284, -0.381, -0.507, 0.737, 10
0, 7, 1, -3.82, 1.705, -1.13, 0.45, -0.471, 0.665, 0.298, -0.175, -0.473, 0.848, 5
0, 7, 1, -3.894, 2.91, -0.968, -0.671, -0.131, 0.519, 0.591, 0.708, -1.515, 0.121, 6
0, 7, 1, -4.169, 1.799, -0.621, 0.025, 0.706, 0.362, -0.343, -0.049, -0.339, 0.22, 10
0, 7, 1, -4.513, 4.265, -1.477, -1.09, 0.215, 0.829, 0.342, 0.693, -0.601, -0.056, 7
1, 8, 0, -1.149, -0.904, -1.988, 0.739, -0.06, 1.206, 0.864, 1.196, -0.3, -0.467, 0
1, 8, 0, -2.592, 1.617, 0.267, 0.38, -0.777, 0.487, -0.206, 0.733, 0.592, -0.403, 5
1, 8, 0, -1.784, -1.074, -1.661, 1.324, 0.289, 1.303, 0.924, 1.307, -0.346, -0.521, 0
1, 8, 0, -3.888, 3.085, 0.436, 0.142, -1.526, -0.052, -0.503, 1.085, 0.511, 0.976, 7
1, 8, 0, -4.717, 0.829, 0.853, 1.98, -0.546, 0.688, -0.434, -0.424, -0.636, 1.245, 9
1, 8, 0, -3.108, 0.926, -0.389, 0.249, -0.461, 0.816, -0.226, 0.818, 0.387, 0.303, 10
1, 8, 0, -2.889, 1.418, 0.409, 0.61, -1.018, 0.992, 0.0050, 0.518, -0.027, -0.326, 5
1, 8, 0, -4.683, 0.773, 0.888, 2.302, -0.562, 0.395, -0.401, -0.289, -0.839, 1.165, 9
1, 9, 0, -1.951, 1.684, -1.039, 0.586, -1.166, 0.345, 0.33, -0.108, -0.198, -0.609, 3
1, 9, 0, -3.231, 3.003, -1.161, -0.315, -0.816, 0.87, 0.311, 0.677, -0.565, -0.7, 6
1, 9, 0, -1.928, 1.578, -0.997, 0.672, -1.287, 0.381, 0.249, 0.0060, -0.167, -0.637, 3
1, 9, 0, -4.753, 3.421, -0.189, 0.656, -0.984, 1.443, -0.652, 0.546, 0.123, -0.326, 9
1, 9, 0, -3.152, 3.176, -1.573, -0.204, -0.485, 0.723, 0.308, 0.652, -0.872, -0.586, 6
1, 9, 0, -4.782, 3.325, -0.071, 0.663, -0.913, 1.012, -0.033, -0.103, 0.483, -0.202, 9
1, 9, 0, -2.691, 2.111, -1.067, 0.174, -0.649, 0.431, -0.017, 0.655, -0.498, -0.292, 5
1, 9, 0, -3.19, 3.101, -1.659, -0.182, -0.436, 0.828, 0.272, 0.502, -0.857, -0.516, 6
1, 10, 0, -3.894, 0.117, -0.407, 1.973, 0.043, 1.891, 0.411, -0.095, -0.436, -1.015, 0
1, 10, 0, -2.615, 1.185, -1.162, 0.395, 0.459, 0.345, 0.298, 0.456, -0.62, -0.307, 2
1, 10, 0, -3.676, -0.185, -0.563, 2.377, 0.096, 1.854, 0.303, 0.296, -0.358, -1.205, 0
1, 10, 0, -4.083, 2.315, -0.375, 0.52, -0.019, -0.211, -0.172, 1.054, 0.387, 0.168, 8
1, 11, 0, -3.977, 3.684, -1.242, -0.364, -0.217, 0.594, 0.759, 0.6, 0.069, -0.25, 7
1, 11, 0, -3.242, 1.802, -0.482, 0.699, 0.424, 0.337, 0.115, 0.272, -0.205, -1.074, 10
1, 11, 0, -2.957, 0.596, -0.756, 0.89, 0.58, 0.836, 0.543, 0.036, -0.232, -0.579, 1
1, 11, 0, -4.048, 3.753, -1.15, -0.209, -0.53, 0.871, 0.445, 0.716, -0.131, 0.139, 7
1, 12, 1, -3.415, -0.538, 0.241, 2.038, 0.622, 1.027, -0.701, -0.66, -0.418, 0.781, 0
1, 12, 1, -2.814, 1.515, -0.088, 0.597, -0.033, -0.29, -0.445, 0.113, -0.136, 0.662, 2
1, 12, 1, -3.44, 3.203, -0.698, -0.86, -0.542, 1.503, 0.922, 0.467, -0.183, -0.919, 7
1, 12, 1, -2.364, 3.743, -1.393, -0.361, -0.354, 1.004, 0.208, -0.376, -1.046, 0.722, 4
1, 12, 1, -2.527, -0.926, -0.571, 1.613, 0.628, 1.229, -0.687, -0.808, -0.354, 0.625, 0
1, 13, 1, -2.972, 1.151, -0.293, 1.609, -0.724, 0.123, -0.087, -0.801, 0.04, 1.07, 2
1, 13, 1, -2.926, 2.673, -1.242, 0.396, -1.029, 1.548, 0.05, -0.592, -0.331, 0.595, 4
1, 13, 1, -4.083, 2.193, -0.492, 0.695, 0.251, 0.423, -0.558, -0.123, -0.53, 0.376, 8
1, 13, 1, -2.964, 1.154, -0.373, 1.511, -0.583, 0.152, -0.012, -0.949, -0.054, 1.16, 2
1, 13, 1, -3.446, 2.44, -0.37, 0.926, 0.194, 0.141, -0.098, -0.557, -0.889, 0.985, 10
1, 13, 1, -4.754, 1.329, 1.09, 1.765, 0.217, -0.198, -0.782, -0.154, 0.023, 0.85, 0
1, 13, 1, -3.57, 3.41, -1.576, 0.563, 0.0020, 0.759, 0.285, -0.466, -1.409, 0.586, 6
1, 14, 1, -3.119, 3.135, -1.466, -0.352, -0.023, 0.752, 0.143, -0.231, -0.376, 0.721, 4
1, 14, 1, -3.977, 2.976, 0.309, -0.259, 0.026, 0.816, -0.317, 0.492, -0.674, -0.659, 8
1, 14, 1, -3.709, 1.665, 0.138, 1.551, 0.975, 0.923, -0.396, -0.234, -1.154, 0.736, 1
1, 14, 1, -3.018, 3.014, -1.486, -0.105, -0.131, 0.929, 0.226, -0.463, -0.555, 0.598, 4
1, 14, 1, -2.904, 2.741, -1.123, 0.014, 0.071, 0.654, 0.212, -0.454, -0.815, 0.752, 5
1, 14, 1, -3.743, 3.629, -0.874, -0.79, -0.312, 1.759, 0.679, 0.565, -0.521, -0.485, 7
1, 14, 1, -3.5, 0.068, 0.533, 1.876, 0.363, 0.542, -0.982, -0.671, -1.006, 1.101, 0
1, 14, 1, -2.795, 1.957, -1.259, 0.79, -0.274, 0.078, -0.114, 0.0050, -0.309, 1.142, 3
