@relation vowel
@attribute a01 integer [0, 1]
@attribute a02 integer [0, 14]
@attribute a03 integer [0, 1]
@attribute a04 real [-5.211, -0.941]
@attribute a05 real [-1.274, 5.074]
@attribute a06 real [-2.487, 1.431]
@attribute a07 real [-1.409, 2.377]
@attribute a08 real [-2.127, 1.831]
@attribute a09 real [-0.836, 2.327]
@attribute a10 real [-1.537, 1.403]
@attribute a11 real [-1.293, 2.039]
@attribute a12 real [-1.613, 1.309]
@attribute a13 real [-1.68, 1.396]
@attribute class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
@inputs a01, a02, a03, a04, a05, a06, a07, a08, a09, a10, a11, a12, a13
@outputs class
@data
0, 7, 1, -4.902, 4.49, -0.564, -0.536, -0.164, -0.298, 0.842, -0.158, -0.906, 0.358, 9
0, 7, 1, -5.124, 2.319, 1.413, 1.804, -0.277, -0.33, -0.746, 0.221, 0.06, 0.46, 0
0, 7, 1, -4.947, 4.637, -0.444, -0.953, -0.119, -0.249, 0.594, 0.27, -0.783, 0.265, 9
0, 7, 1, -4.475, 4.064, -0.927, -0.678, 0.599, 0.445, 0.224, 0.103, -1.336, -0.192, 8
0, 7, 1, -4.316, 1.409, 0.441, 1.819, 0.5, -0.617, -0.633, -0.621, -0.671, 1.193, 1
0, 7, 1, -5.04, 5.074, -1.721, -0.264, 0.279, 0.176, 0.0030, -0.609, -0.177, 0.422, 9
0, 7, 1, -3.597, 2.146, -1.492, -0.142, -0.297, 0.815, 0.87, -0.49, -0.471, 0.41, 4
1, 8, 0, -1.707, 1.652, -1.012, -0.622, -0.293, 0.279, -0.276, 0.477, 0.05, -0.2, 3
1, 8, 0, -1.716, 1.186, -0.809, -0.515, -0.35, 0.29, -0.404, 0.678, 0.172, -0.212, 3
1, 8, 0, -2.625, 1.551, 0.298, 0.324, -1.05, 0.746, 0.067, 0.603, 0.342, -0.413, 5
1, 8, 0, -2.696, 1.26, 0.436, 0.657, -1.161, 0.805, 0.062, 0.575, 0.182, -0.334, 5
1, 8, 0, -3.776, 1.752, 0.92, 0.722, -1.164, 0.774, -0.01, 0.657, 0.248, 1.055, 8
1, 8, 0, -3.81, 1.91, 0.527, 0.478, -0.972, 0.945, -0.28, 0.719, 0.482, 0.829, 8
1, 8, 0, -3.312, -0.776, -0.504, 1.39, 0.86, 1.257, 0.222, 0.314, -0.715, -0.765, 0
1, 8, 0, -2.968, 2.149, 0.13, 0.676, -0.79, 0.112, -0.507, 0.762, 0.625, -0.272, 4
1, 8, 0, -3.073, 1.532, 0.949, 1.541, -1.058, 0.272, -0.961, 0.449, 0.619, 0.969, 6
1, 8, 0, -3.366, 1.952, -0.898, 0.258, 0.282, 0.835, 0.29, 0.681, 0.431, -0.461, 10
1, 9, 0, -3.173, 3.166, -1.501, -0.37, -0.437, 0.974, 0.179, 0.556, -0.794, -0.549, 6
1, 9, 0, -3.587, 1.193, -0.617, 1.34, -0.022, 1.103, -0.072, 0.368, -0.854, -0.767, 1
1, 9, 0, -3.239, 2.916, -1.406, -0.455, -0.454, 1.219, 0.078, 0.383, -0.776, -0.413, 6
1, 10, 0, -4.052, 0.35, -0.314, 1.734, 0.127, 1.667, 0.512, -0.377, -0.358, -0.855, 0
1, 10, 0, -2.464, 2.755, -0.975, -0.651, 0.158, 1.047, -0.145, 0.203, 0.246, -0.745, 5
1, 10, 0, -2.7, 2.686, -0.043, -0.528, -0.626, 0.917, 0.167, 0.652, 0.1, -0.937, 4
1, 10, 0, -3.878, 3.816, -0.155, -0.668, -1.207, 0.541, 0.022, 1.972, -0.029, -0.29, 7
1, 10, 0, -3.689, 1.367, -0.389, 0.376, 0.136, 0.343, 0.156, 1.01, -0.611, -0.551, 10
1, 10, 0, -2.817, 1.268, -1.127, 0.707, 0.399, 0.406, 0.289, 0.319, -0.691, -0.379, 2
1, 10, 0, -3.979, 3.661, 0.169, -0.598, -1.412, 0.569, 0.0090, 1.939, 0.094, -0.149, 7
1, 11, 0, -4.028, 0.982, -0.648, 1.478, -0.048, 2.108, -0.146, 0.467, -0.654, -0.193, 9
1, 11, 0, -2.306, 1.086, -0.59, 0.106, 0.931, 0.733, 0.213, 0.274, -0.684, -0.911, 2
1, 11, 0, -2.639, 1.88, -0.389, 0.204, -0.571, 0.094, -0.233, 0.279, 0.426, -0.598, 4
1, 11, 0, -4.094, 3.586, -0.845, -0.026, -0.538, 0.964, 0.666, 0.647, -0.412, -0.477, 8
1, 11, 0, -2.147, 1.655, -0.355, -0.082, -0.194, 0.296, 0.146, -0.083, -0.314, -0.308, 3
1, 12, 1, -4.471, 3.192, -0.161, 0.117, -0.327, 0.406, -0.201, 0.919, -0.716, -0.933, 9
1, 12, 1, -3.012, 2.252, -0.806, 0.389, -0.11, 0.649, -0.328, 0.321, -0.559, 0.234, 10
1, 12, 1, -2.489, 2.401, -0.44, -0.367, -0.069, 0.533, 0.011, 0.118, -0.621, -0.188, 5
1, 12, 1, -3.376, 3.327, -0.797, -0.849, -0.681, 1.198, 0.838, 0.244, -0.298, -0.618, 7
1, 12, 1, -3.189, 2.62, -0.833, 0.45, 0.0090, 0.444, -0.348, 0.126, -0.614, 0.081, 10
1, 12, 1, -1.959, 2.285, -0.089, -0.262, -0.013, 0.019, -0.233, -0.068, -0.268, -0.022, 3
1, 12, 1, -2.883, 3.576, -1.198, -0.562, -0.162, 0.974, 0.764, -0.03, -1.023, 0.346, 6
1, 12, 1, -3.905, 3.147, -1.259, 0.304, -0.216, 1.055, 0.578, 0.353, -0.517, -0.871, 8
1, 12, 1, -4.568, 3.344, -0.0050, -0.092, -0.546, 0.479, -0.168, 1.186, -0.565, -1.025, 9
1, 13, 1, -2.942, 2.642, -1.217, 0.384, -0.994, 1.467, 0.134, -0.458, -0.465, 0.646, 4
1, 13, 1, -3.483, 2.628, -0.383, 0.838, 0.2, 0.102, -0.162, -0.547, -0.791, 1.018, 10
1, 13, 1, -3.029, 1.747, -0.899, 0.674, -1.046, 0.558, 0.204, -0.155, -0.237, 0.655, 3
1, 13, 1, -3.455, 2.561, -0.421, 0.847, 0.33, 0.057, -0.177, -0.494, -0.786, 0.951, 10
1, 13, 1, -3.999, 2.138, 0.295, 1.086, 0.699, -0.127, -0.634, -0.4, -0.505, 0.856, 1
1, 13, 1, -4.052, 2.335, -0.415, 0.732, 0.234, 0.426, -0.49, -0.218, -0.618, 0.34, 8
1, 13, 1, -2.965, 1.124, -0.349, 1.581, -0.666, 0.125, -0.025, -0.887, -0.13, 1.11, 2
1, 13, 1, -3.852, 4.214, -1.556, -0.336, -0.305, 1.133, -0.152, 0.237, -0.915, -0.445, 7
1, 13, 1, -3.194, 1.589, -0.774, 0.814, -1.087, 0.618, 0.218, -0.45, -0.0030, 0.526, 3
1, 13, 1, -3.838, 4.252, -1.621, -0.219, -0.281, 0.856, 0.154, 0.133, -0.92, -0.454, 7
1, 13, 1, -3.341, 1.714, -0.773, 0.771, -0.976, 0.625, 0.078, -0.438, -0.084, 0.607, 3
1, 13, 1, -2.902, 2.796, -1.199, 0.234, -0.821, 1.257, 0.263, -0.075, -1.103, 0.417, 4
1, 14, 1, -3.836, 0.508, 0.645, 1.721, 0.28, 0.303, -0.911, -0.592, -0.631, 1.023, 0
1, 14, 1, -3.661, 0.3, 0.53, 1.816, 0.333, 0.444, -0.858, -0.732, -0.809, 0.995, 0
1, 14, 1, -3.048, 2.817, -0.703, -0.396, -0.639, 0.92, 0.674, 0.686, -0.611, -0.053, 6
1, 14, 1, -3.176, 2.997, -1.098, -0.371, -0.418, 1.318, 0.48, 0.472, -0.814, 0.106, 6
1, 14, 1, -2.924, 2.731, -1.138, 0.066, 0.1, 0.683, 0.162, -0.399, -0.882, 0.827, 5
1, 14, 1, -3.291, 2.324, -0.679, 0.285, 0.441, 0.557, -0.227, 0.115, -1.046, 0.697, 10
