@relation waveform-noise
@attribute f1 real [-3.5166, 3.36393]
@attribute f2 real [-3.41395, 3.77754]
@attribute f3 real [-3.15553, 3.45223]
@attribute f4 real [-3.00624, 3.29]
@attribute f5 real [-2.89012, 3.18105]
@attribute f6 real [-2.85825, 3.15837]
@attribute f7 real [-2.77248, 2.88509]
@attribute f8 real [-3.06762, 2.77598]
@attribute f9 real [-2.95765, 2.78832]
@attribute f10 real [-3.09332, 3.19039]
@attribute f11 real [-2.64477, 2.99947]
@attribute f12 real [-3.10454, 3.15052]
@attribute f13 real [-3.00511, 2.56241]
@attribute f14 real [-3.06718, 3.48496]
@attribute f15 real [-2.57277, 3.03302]
@attribute f16 real [-2.66924, 3.19974]
@attribute f17 real [-3.1813, 3.18346]
@attribute f18 real [-3.26465, 3.58013]
@attribute f19 real [-3.56234, 3.46517]
@attribute f20 real [-3.23225, 4.03394]
@attribute f21 real [-3.61205, 3.65249]
@attribute f22 real [-3.22234, 3.73672]
@attribute f23 real [-3.43529, 3.98954]
@attribute f24 real [-3.54489, 3.29085]
@attribute f25 real [-3.72527, 3.87955]
@attribute f26 real [-3.58542, 3.99701]
@attribute f27 real [-3.47614, 3.90117]
@attribute f28 real [-3.72142, 3.55608]
@attribute f29 real [-3.65813, 3.81846]
@attribute f30 real [-3.48826, 3.52859]
@attribute f31 real [-3.54407, 3.78065]
@attribute f32 real [-3.46811, 3.18499]
@attribute f33 real [-3.40144, 3.31504]
@attribute f34 real [-3.751, 3.99382]
@attribute f35 real [-3.48753, 3.52551]
@attribute f36 real [-3.56292, 3.33343]
@attribute f37 real [-3.39103, 3.37198]
@attribute f38 real [-3.29325, 3.74687]
@attribute f39 real [-3.46879, 3.30024]
@attribute f40 real [-3.7653, 3.4643]
@attribute clase {0, 1, 2}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40
@outputs clase
@data
0.268191, -0.679837, -0.00857058, -0.304832, 0.466102, -0.315478, 0.0120255, -0.364888, -0.327322, -1.02061, -0.862379, -0.303477, 0.308893, -0.182199, -0.40134, 0.847708, 0.528481, 0.249665, 1.21437, 0.866145, 1.01897, -1.52501, 0.40514, 0.910194, 0.781664, 0.847857, -0.233364, 0.961237, 0.150701, -1.28789, 0.0082153, 1.70316, -0.368195, -1.09962, 0.457308, 0.957461, 0.932864, 1.91905, -0.0743781, -0.933295, 0
2.62495, 0.253997, 0.203489, -0.164134, -0.504806, -0.42982, -0.809552, -0.433167, 0.487539, 0.953703, 1.3747, 0.688974, 0.682471, 0.254232, -0.855594, -0.328308, -1.14961, -1.16455, 0.580807, -0.863453, 0.24382, -0.866048, -0.977415, 1.39423, -1.19699, 1.95872, 0.475992, 1.34897, -2.6505, -0.943131, 0.38846, 0.352384, -0.0333559, 1.24277, -0.249973, 1.07827, 1.23523, -0.159842, -1.55881, -0.155489, 1
0.647669, -0.0155633, -1.0519, -0.966113, -0.912348, -1.26834, -1.36055, -1.24683, -1.02834, 0.317462, 2.13252, 0.721621, 1.72487, 0.883373, 0.931469, 1.44681, 1.7391, 0.164812, 0.98095, 1.18574, 0.830152, 0.791346, -0.65994, -2.66572, 0.341963, -0.854114, 0.354388, 1.45833, -0.111282, -0.811312, 0.688654, -0.615339, -0.919695, 0.246006, 0.377614, 0.907123, -0.316932, 0.643595, 1.61788, -0.0158832, 2
0.817435, 0.571693, -1.26396, 0.349414, -1.91921, -1.10499, -0.676722, 0.261009, 1.65591, 0.57983, 0.75026, 0.532271, 1.03195, -0.306894, -0.241603, -0.306119, -1.93472, -1.36961, -1.53661, -0.0362539, 1.16804, 0.861236, -1.27441, -1.01606, -0.767282, -2.0669, 2.46219, 0.603327, 1.52107, 0.496742, 0.848757, -0.554856, 0.370421, 0.754354, -1.18637, 1.3199, 0.418835, 0.452779, 0.578773, 1.40012, 2
-1.42947, 0.10959, 1.50977, 1.06697, 0.35223, 0.942295, 1.02055, 0.670687, 1.64392, 0.671658, 0.137942, -1.00211, -1.30593, -0.663974, -1.35977, -1.66519, -1.76691, -0.846349, -0.586276, -1.47445, -0.272946, -0.147179, 1.22443, -0.433245, -0.277615, 1.20456, 0.161849, 0.831992, 0.432836, -0.284034, 0.228357, 1.59228, -2.15072, 0.68458, -1.32584, 0.413807, -0.206063, -0.320529, 0.568877, -2.25955, 1
0.288164, 0.340641, -0.0509824, -0.361111, -0.534772, -2.03607, -1.58193, -0.620936, -1.05231, 0.127246, 0.713885, 1.05461, 0.899387, 1.18377, 0.866576, 1.43017, 0.606393, 1.6568, -0.269496, 0.988344, 0.124567, 1.13081, -1.67381, -1.24326, -0.107731, 2.18294, -1.77368, -0.957558, 0.785506, 0.0404442, 0.778712, -0.181879, -1.20529, 0.495196, 1.39371, -1.2977, -0.619302, 1.87888, 0.806387, 1.85883, 2
0.37804, -0.612447, -1.22155, -1.52891, -1.7514, -0.239249, -1.49338, -0.865605, -1.90911, -0.810718, -0.589564, -0.296948, 0.754776, 0.701999, 0.831633, 1.42462, 0.0430334, 1.15476, -0.444559, 1.03534, 0.134504, 2.10927, -0.117159, 1.44362, -0.587404, -0.833731, 1.19548, 0.245417, -1.06853, 0.476462, -1.68287, -0.403649, -1.7371, -0.332114, 0.666504, 0.665499, -1.02246, 0.733982, -0.024897, 0.672175, 2
1.37667, 1.18783, -1.14521, 0.898136, 0.304284, 0.00577159, -0.292991, -0.086079, 0.691254, -0.0892076, 1.02914, 0.186219, -0.0345584, -0.114184, -0.915495, 0.0877352, -1.40132, -1.66659, -1.86173, 0.471345, 0.114629, -1.07572, 0.272005, 0.011275, 0.461881, -0.629902, -0.253631, -1.23593, -0.201969, 0.425762, 0.448499, 2.17695, 0.183305, -1.9369, -0.69825, -0.280862, 0.46923, 0.513037, 0.262094, 1.22063, 1
0.358067, 1.56329, 0.42403, 1.44686, 0.88563, 0.740833, 1.01563, 1.25106, 1.42223, -0.482759, -0.892691, -0.806232, -1.82412, -1.42915, -1.61435, 0.126566, -0.778032, 0.433512, -0.119443, -1.16425, 1.59536, -0.796158, 0.23104, 0.771898, -1.00712, 0.124264, 0.374656, -0.0428995, 0.382455, 1.83522, 0.838751, -0.0306728, 0.81359, -0.212503, 0.108648, -0.290929, 0.176939, 0.533123, -1.56871, -0.0358269, 1
-0.0813281, -0.352514, -0.712607, -1.24751, -2.35672, -1.42624, 0.272766, -0.472997, 1.8716, 0.310903, 1.44745, 1.23743, 2.09243, 0.736007, 0.122798, -0.949599, -0.49036, -0.747354, 0.189001, -0.308853, -1.56486, -2.47352, -0.414152, -0.561662, -1.65668, -0.150905, -0.0104235, 1.24955, 0.42276, -0.192775, 1.05889, -0.393569, -0.240168, 0.824127, 0.865738, 0.313131, 0.751442, 2.5618, 1.51892, -1.11279, 2
0.328109, 0.523557, 0.313759, 2.17849, 2.58172, 1.85159, 1.16322, 0.636547, 1.42223, 0.297785, 0.253131, -2.12515, -0.486468, -0.476932, -0.40134, -0.938505, -1.13163, -0.160456, -0.469567, 0.621745, -0.561143, -1.00583, 0.0569408, 0.386648, 0.441895, 0.817282, -1.91555, -1.41489, 0.896345, 0.91248, -0.51212, 1.51164, 0.587081, -0.441758, -0.479092, 0.796379, 2.08187, 2.58189, 0.796491, -0.305067, 1
-1.39951, -0.179225, -0.398759, 2.93826, 1.22125, 1.39422, 1.50759, 1.14295, 0.439606, -0.259746, -0.250061, -1.29593, -0.5889, -1.82023, -1.73914, -0.150796, -1.03574, -1.24233, 0.0889651, -1.31465, 0.0947531, -0.556535, 0.261764, -0.146777, 0.0221809, 0.37905, -0.60831, 1.33903, 0.150701, -1.93685, -0.772288, -1.0992, -0.0629005, -1.9668, 1.02513, 0.625228, -0.53867, 0.59338, 1.00431, -0.404786, 0
0.188301, 0.629456, -0.678678, -1.33896, -1.46373, -0.947086, -0.868588, -0.410407, -1.95704, -0.738567, -0.886629, -0.114128, 0.839133, 2.26068, 1.05626, 1.12507, 2.30846, 1.44467, 0.480771, 0.678145, 0.0550019, 0.0225545, -0.895486, 1.95729, 0.5818, -0.477031, -0.152295, 1.83613, -0.0709772, -0.213055, -0.892365, -0.171799, 0.951465, 1.11319, 0.277997, 1.0078, -0.195984, 0.231834, -0.846285, -0.125574, 2
0.0285208, -0.159971, -0.449654, -0.452565, -2.06305, -0.495159, -0.415982, 0.209799, 0.427622, 0.297785, 1.45352, 1.49208, 1.57424, 1.38215, -0.416316, -0.172985, -0.694128, 0.249665, 0.447426, -0.750653, -0.660521, -0.606457, -0.700904, 0.139692, 0.351956, -0.711434, 0.465859, 0.0962877, 1.49084, 0.375063, 0.368448, 1.00761, 0.53784, 0.0964923, 0.865738, -0.260726, 1.02357, 0.864541, -0.282199, 0.702091, 2
-0.340971, -0.699091, 1.0178, 0.848892, 1.41304, 0.310686, 1.31573, 0.909666, 0.355723, 0.973381, 0.0955046, -0.577707, 0.393249, -1.3838, -2.3132, -1.43221, -1.689, 0.277949, -1.52828, -1.08905, -1.67418, -0.586488, 0.353934, -0.196168, 1.09145, 0.633836, -0.162428, 0.0863458, 0.604133, -0.699772, 0.988847, 0.170936, 0.114367, -0.651077, 1.30405, 1.74274, -1.18373, -0.521389, -0.024897, -1.75099, 1
-0.0114243, 0.51393, -0.0255353, 0.405693, 0.771758, 0.985854, 0.243248, -0.302298, -0.962435, -0.823837, -1.06851, -0.74094, 0.182358, -0.00649319, 0.187692, 0.747857, 0.0430334, 0.928486, 0.430754, -1.29585, -0.292822, -0.935939, -1.172, -0.275194, -0.617384, 0.756134, 1.6211, 0.0863458, 1.86367, 0.588002, -1.36267, 2.4088, 2.89156, 0.206136, 1.28413, 1.83335, -0.00448314, 0.412607, -0.17334, -0.733857, 0
0.407999, 0.783491, 0.0762531, -0.84652, -0.103258, -0.467935, 0.253087, 0.795866, 0.679271, 0.00918024, 1.55658, 0.617152, 0.435427, -0.408917, -0.571061, -1.055, -0.957828, -0.457441, -0.0277432, 0.480745, 0.780463, -1.37525, 0.0671819, -1.84583, 0.761677, -0.721625, 0.546928, -1.85233, -0.867003, -0.131935, 0.0082153, -1.55282, 0.163608, -0.381952, 1.27417, 0.87692, 0.36844, -1.17418, -1.5885, 0.811781, 1
0.0684658, -0.0540719, 0.551266, -1.21233, -1.17006, -0.46249, -0.676722, -0.620936, -1.27999, -0.528673, 0.271319, 0.506154, 0.67042, 1.06475, 0.916494, 0.603629, 0.786188, 0.0941016, 0.364063, 0.132946, 1.46617, 0.741424, -0.0352296, 1.12751, -1.0371, 1.19437, 0.820537, 1.60746, -0.574791, 0.344643, -0.20192, -0.212121, 0.183305, -0.252374, -0.777943, 0.0312359, 0.0559908, -0.350658, 0.95483, -0.614195, 2
1.72619, 0.215488, 1.22137, 1.10215, 0.550007, 1.1492, 0.0612218, 0.972255, 1.29641, 0.0682129, -0.031809, -0.3753, -1.2276, -2.3927, -0.980389, 0.0877352, -0.418442, -0.711999, -1.42824, -1.68125, 0.0251884, 0.741424, -0.997898, -0.196168, 0.451888, -0.691051, -0.41577, -0.122435, 0.120472, -0.355014, 0.24837, 1.39067, -1.76664, -0.541434, 0.337768, -0.93526, -0.508433, -1.6462, -0.450435, -0.773745, 1
0.45793, 0.31176, -1.70504, 0.848892, -1.82332, -0.898082, -0.489777, -0.228328, 0.733195, -0.869751, 1.4717, 0.558389, 0.483631, -0.199203, -0.0768737, -0.333855, -0.244639, -0.287735, 0.322382, -0.901052, 0.392888, 1.81973, -1.16176, -0.136898, 0.142099, 0.593071, 0.121314, -0.977442, 1.03741, -1.15595E-4, 0.818738, -0.41373, -0.190927, 0.525099, -0.0905858, 2.14545, -0.468117, 0.101275, -0.41085, -1.06293, 2
-0.53071, 0.629456, 0.517336, -0.290762, -0.241103, 0.196343, 1.25669, -0.177119, 0.709229, 0.651981, -0.122747, 0.355981, -0.775689, -0.0518367, -1.04528, -0.400422, 0.528481, -1.44032, -0.544594, -1.59665, 0.15438, -0.606457, -0.281017, -0.699957, 0.931562, 1.42877, -0.182696, 0.195707, 0.755277, -1.00397, 1.48917, -0.947993, 0.331028, -0.621175, -1.57488, -1.24736, -0.619302, -0.420959, 2.83512, -0.833576, 1
-1.20978, 1.4959, 1.34861, 1.34134, 0.328257, 1.86248, 2.38821, 0.585337, 0.499522, -0.679534, -1.03819, -1.17187, -2.25193, -0.210539, -1.17008, -0.317214, 0.0909789, 0.447654, -0.119443, 0.330346, 0.0748775, 0.132382, -0.465358, -1.08521, 0.751684, 1.16379, 1.6515, 0.275243, -0.393418, -0.638933, -0.742268, -1.93588, 1.45372, -0.0530216, 0.277997, 0.886988, -0.528591, 0.824369, 0.182924, 0.432851, 0
0.238232, 0.359896, -0.627783, -0.923904, -0.175177, -1.26834, -1.03094, -1.46874, -1.89114, -0.791041, -0.69869, 0.551859, 0.724649, 0.560301, 1.5205, 1.82402, 1.98482, 2.87303, 2.17304, 1.41134, 1.18791, -1.26542, 0.85575, 1.27569, 2.2007, -0.558562, 0.617864, -1.23593, -0.322884, 0.314223, 1.28904, -0.514534, 1.95598, -1.64784, -2.07296, 2.92066, 0.721205, 1.43699, -0.737426, 1.15082, 2
-0.141246, -0.795363, 0.627607, -0.0726804, 0.57398, 0.435919, 0.3564, 0.852766, -1.32193, 0.41585, -1.58382, -1.58322, -1.2758, 0.611312, 0.801682, 1.4579, -0.160735, 0.928486, 0.989286, -0.243054, -0.332573, 1.93954, 1.6648, -0.18629, -0.16769, -0.517797, -0.638711, -0.549939, -0.554638, 1.08486, 0.318415, -0.161719, -0.791668, 0.574937, -0.977177, 0.786311, 0.781679, 1.85879, -0.113963, 0.353076, 0
-0.760394, 0.17698, 0.262865, 1.76343, 0.33425, 1.79714, 0.277685, 0.761727, 0.34374, -0.377812, -0.0803094, -1.64851, -1.04081, -1.3498, -0.591029, -0.877485, -0.568271, -1.16455, -1.15314, 0.226946, -0.213319, -0.0772885, -1.94008, 0.297744, 0.741691, -1.74077, 2.09738, 1.90572, 0.876192, 0.679261, -0.352017, 0.25158, -0.141686, 0.265941, 0.317844, 0.0312359, 0.791758, -0.83272, -0.707737, -1.7809, 0
0.627696, 1.14932, -0.22063, 0.342379, 0.490075, -0.261029, 0.174373, -1.22407, 0.146016, -1.20427, -1.04426, -0.0423059, -0.167118, -0.023497, 1.66027, 1.62987, 0.636358, 0.977983, 0.430754, 1.24214, -1.5748, 0.971063, 0.630445, 0.238474, 0.162086, -0.0184159, 1.25628, 0.235475, -0.877079, -1.06481, -0.762281, 0.120534, -1.1659, -1.06972, 2.39984, -1.17688, 0.156781, -0.882935, -0.8067, 0.971331, 0
-0.0513693, 1.33224, 1.62004, 1.96744, 0.687852, 1.70458, 1.41412, 0.226869, 1.35033, -0.0629708, -0.67444, -0.851937, -0.480442, -1.59352, -1.32981, -0.993977, 1.16975, -0.0473195, -0.727993, 0.330346, -0.809588, 1.24064, -0.0454707, -0.897522, -0.487472, -1.07833, 0.253052, 0.10623, -1.04838, -0.142075, 0.818738, 0.624556, -0.378043, 2.90735, -1.53503, -1.03594, 1.31587, -1.46543, -1.63798, 0.712063, 0
-0.171204, 2.14092, -0.559924, -0.178204, 0.705832, 0.495813, 0.159614, 1.21692, 0.769145, 0.809401, 1.27164, 1.38108, -0.649155, 0.588641, -1.07024, 0.215322, -1.2455, -0.874633, 0.0472835, 0.302146, -0.412076, 0.262178, -1.13103, 0.752142, 1.47119, -1.07833, 0.344255, 0.205649, -0.343037, -1.09523, 1.25902, -0.252443, 1.20752, -1.26907, 0.616695, 1.0078, -1.25428, -0.0594122, 1.60798, -0.225292, 1
-1.03002, 0.0229454, 0.661536, 0.546391, 1.57485, 2.0095, 1.55187, 2.33785, 0.391673, -0.167918, -0.504688, -1.0217, -0.715435, -1.33846, -2.32817, -0.860843, -1.5092, -1.0302, -0.686311, 1.23274, -1.23691, -0.107241, -0.147882, 1.56216, 1.81096, 0.93958, -0.263765, 0.77234, -0.0810535, 1.18626, 1.32907, -0.393569, -0.240168, 0.39552, -0.0806241, 1.53132, -1.11317, -0.802592, 0.687632, 0.133695, 1
0.00854824, 0.0518268, -0.110359, 1.07401, 0.226371, 0.64827, -0.435661, 0.630857, 0.871003, 1.15048, 0.338007, 0.303746, 0.441453, 0.435606, -1.67924, -1.2547, -1.50321, -0.591791, 0.43909, 0.687545, -1.35617, -1.36526, 0.0364585, -0.858009, -0.0977374, -0.212053, -0.213097, -0.569823, -0.594943, -0.284034, 0.548564, -2.40966, 0.380269, 0.555002, 1.27417, -0.119779, 0.438993, 0.32222, -1.02442, -0.0158832, 1
-0.271067, -0.0829533, -0.0849119, -0.959078, 0.268324, -0.266473, 0.651577, 0.0277204, 1.44021, 2.21307, 1.33833, 0.813031, 0.965667, 0.61698, -0.0369393, -0.88858, -1.02375, -1.2494, -1.66166, 0.292746, -0.332573, -0.326896, -0.588252, -0.512271, -0.767282, -0.00822449, -0.689379, 1.2595, -1.52196, -1.08509, -0.0518234, 2.32815, 0.143912, -0.0729568, -0.180241, -0.46208, 0.126544, 0.392521, -0.549397, -1.05296, 1
-1.16983, 0.879762, 0.60216, 0.0187733, 0.430142, 1.33433, 0.853282, 1.73471, 0.727204, 1.11768, 0.0409416, -0.401417, -1.04683, -0.86802, -0.995364, -1.69293, -0.62221, -1.59588, -0.211142, -0.487453, 0.0550019, -0.137194, -1.43827, 0.722507, -1.46681, 1.76509, 0.171982, 0.563559, 0.956802, -0.385434, 1.70931, 0.674958, -1.41211, -0.760721, 0.626657, -0.290929, -0.125431, 0.432693, -1.02442, 2.24773, 1
1.6463, 1.57292, -0.933148, 0.490112, 0.328257, -0.304588, -0.248715, 1.23399, 0.847036, 0.835638, -0.559251, -0.127187, -0.269551, -0.142524, -1.92384, -0.239552, -0.544298, -0.641288, -1.21983, -0.572053, -0.690335, 0.0425231, 1.52143, -0.443123, 0.242031, 0.694985, -0.0610918, -0.699068, -0.0407484, -1.65293, -0.802307, 0.513671, 0.114367, -0.362017, -1.08676, 1.51118, -1.79854, -0.651947, 0.558981, 0.143667, 1
-0.780366, -1.75808, -0.882254, -0.107855, -0.396927, -1.06143, -0.720999, -1.25821, 0.27184, 0.264989, 1.85364, 0.786914, 0.122103, 0.662324, -0.111816, -0.838654, -0.909882, -0.443299, -0.0360795, -1.13605, -0.948718, 0.132382, 1.4907, 0.110057, 0.132106, 0.0223498, -0.354968, 1.97532, 0.694819, 0.253383, -1.13252, -0.302845, 0.360572, 0.624775, 1.31401, 0.967529, -0.679776, 0.452779, -1.61819, -0.245236, 2
-0.660531, 2.78594, 0.771807, 0.60267, 0.909603, 0.00577159, 0.631899, 0.818626, -0.291373, -1.25674, -1.40195, -0.283889, 0.14018, 0.497953, -0.421308, 0.980841, 0.882079, -0.0826748, 0.339054, -0.628453, 0.412763, -0.686331, 0.0262173, 0.752142, 0.441895, 0.368859, -0.11176, -2.43891, -0.635248, 0.557582, 0.778712, 0.009649, 0.59693, -0.262341, -0.847675, 0.605093, -0.649539, 1.17587, 1.63767, -2.19972, 0
-0.800339, 0.215488, 0.899043, -0.930939, -1.11612, -1.18122, -1.42943, -1.78169, -0.117616, 0.00262105, -1.05638, -0.414475, 1.43565, 1.08742, 0.522142, 1.04186, 1.39749, 0.327446, 0.864242, 0.226946, -2.19095, 0.771377, -0.875004, 0.59409, -0.907186, -1.66943, 1.01308, -0.520113, 0.452989, -0.882292, -0.281972, 0.009649, 0.872679, -0.381952, -0.598633, 1.6924, 0.318045, -0.139756, 0.212613, 0.941416, 2
-0.6106, 0.417659, 0.551266, 1.13029, 2.01836, 1.04575, 0.991032, 1.49004, 1.35033, 0.212515, -0.686565, -0.864996, -0.97453, -1.40647, -1.00036, -0.311666, -0.556285, -1.1999, 0.314045, -1.56845, -0.571081, -0.237037, -0.977415, -1.84583, 0.0621537, 0.0834985, -0.932587, -0.629474, -1.25998, 1.1964, 0.658635, -2.67175, 1.09919, 2.2794, 0.736236, 1.92396, -0.185905, 0.241877, -0.480124, -0.504504, 0
0.827422, -0.179225, 0.118665, -0.81838, -0.360968, 0.278017, -0.0912867, 0.16428, 1.22451, 0.914348, -0.10456, 1.01544, -1.559, 0.872038, -0.850602, -1.58199, 0.0130675, -1.39082, -0.794683, -1.60605, 0.0748775, 0.621613, 0.476828, 1.03861, -0.867214, 1.40839, -1.42914, -1.2757, 0.120472, -0.395574, -0.952404, 0.453189, 2.1234, 0.405488, -0.150356, 0.0715066, 0.257571, -0.149799, -0.25251, -1.03301, 1
