@relation bands
@attribute at1 real [25.0, 72.5]
@attribute at2 integer [35, 72]
@attribute at3 real [0.133, 0.533]
@attribute at4 real [11.2, 24.5]
@attribute at5 integer [57, 105]
@attribute at6 real [0.056, 1.25]
@attribute at7 integer [16, 70]
@attribute at8 real [0.0, 35.8]
@attribute at9 integer [0, 2600]
@attribute at10 real [41.0, 76.9]
@attribute at11 real [22.0, 53.4]
@attribute at12 real [0.0, 16.0]
@attribute at13 real [0.0, 6.0]
@attribute at14 real [0.0, 3.1]
@attribute at15 real [0.0, 3.0]
@attribute at16 real [28.0, 60.0]
@attribute at17 integer [30, 45]
@attribute at18 real [83.33, 117.86]
@attribute at19 integer [90, 100]
@attribute class {band, noband}
@inputs at1, at2, at3, at4, at5, at6, at7, at8, at9, at10, at11, at12, at13, at14, at15, at16, at17, at18, at19
@outputs class
@data
45.0, 43, 0.3, 20.0, 84, 0.625, 33, <null>, 1200, <null>, <null>, 0.0, 0.0, 2.5, 0.5, 40.0, 40, 106.25, 100, band
45.0, 60, 0.3, 16.0, 88, 0.75, 33, 0.0, 1500, 56.8, 43.2, 0.0, 0.0, 2.9, 1.1, 40.0, 40, 103.22, 100, band
40.0, 58, 0.2, 15.5, 84, 0.375, 25, 9.0, 2000, 52.8, 38.2, 5.0, 0.0, 3.0, 1.1, 35.0, 40, 103.125, 100, noband
40.0, 58, 0.267, 15.0, 80, 0.188, <null>, 3.2, 2000, 53.8, 43.0, 0.0, 0.0, 2.5, 1.0, 35.0, 40, 103.125, 100, noband
60.0, 60, 0.2, 15.0, 80, 0.75, 50, 10.4, 1380, 47.2, 42.5, 0.0, 0.0, 3.0, 1.0, 38.0, 40, 106.5, 100, noband
40.0, 60, 0.2, 15.0, 85, 1.0, 25, 6.9, 2100, 54.0, 39.1, 0.0, 0.0, 2.5, 1.2, 35.0, 40, 103.13, 100, band
55.0, 61, 0.283, 21.0, 78, 1.0, 28, 0.0, 1500, 58.8, 41.2, 3.0, 0.0, 2.5, 0.7, 35.0, 40, 100.0, 100, band
<null>, 44, 0.2, 14.3, 78, 0.25, 32, 0.0, 1650, 56.8, 43.2, 3.0, 0.0, 2.5, 2.5, 40.0, 40, 100.0, 100, band
40.0, 40, <null>, 15.7, 85, 0.312, 27, 4.3, 2050, 53.2, 42.5, 1.0, 0.0, 2.5, 1.5, 30.0, 40, 103.13, 100, band
40.0, 39, 0.2, 15.0, 83, 0.625, 30, 0.0, 2000, 58.1, 41.9, 1.0, 0.0, 2.5, 0.6, 35.0, 40, 100.0, 100, band
40.0, 52, <null>, 13.5, 85, 0.75, 30, <null>, 1900, <null>, <null>, <null>, <null>, 0.0, 0.0, <null>, 40, 94.4, 100, band
<null>, 63, 0.233, 15.5, 79, 0.625, 35, <null>, 1760, <null>, <null>, <null>, <null>, 2.4, 1.0, <null>, 40, 106.25, 100, band
<null>, 52, 0.2, 16.0, 75, 0.312, 25, <null>, 1500, <null>, <null>, <null>, <null>, 2.5, 0.6, <null>, 40, 109.1, 100, band
