@relation bands
@attribute at1 real [25.0, 72.5]
@attribute at2 integer [35, 72]
@attribute at3 real [0.133, 0.533]
@attribute at4 real [11.2, 24.5]
@attribute at5 integer [57, 105]
@attribute at6 real [0.056, 1.25]
@attribute at7 integer [16, 70]
@attribute at8 real [0.0, 35.8]
@attribute at9 integer [0, 2600]
@attribute at10 real [41.0, 76.9]
@attribute at11 real [22.0, 53.4]
@attribute at12 real [0.0, 16.0]
@attribute at13 real [0.0, 6.0]
@attribute at14 real [0.0, 3.1]
@attribute at15 real [0.0, 3.0]
@attribute at16 real [28.0, 60.0]
@attribute at17 integer [30, 45]
@attribute at18 real [83.33, 117.86]
@attribute at19 integer [90, 100]
@attribute class {band, noband}
@inputs at1, at2, at3, at4, at5, at6, at7, at8, at9, at10, at11, at12, at13, at14, at15, at16, at17, at18, at19
@outputs class
@data
35.0, 68, 0.4, 15.1, 90, 0.875, 30, 6.0, 1500, 59.5, 34.5, 1.0, 0.0, 2.5, 1.0, 35.0, 40, 106.89, 100, band
32.5, 69, 0.2, 15.5, 94, 0.75, 30, 0.5, 2050, 52.6, 42.1, 0.0, 0.0, 2.5, 1.0, 33.0, 40, 100.0, 100, noband
55.5, 54, 0.233, 15.0, 82, 0.75, 38, 0.0, 1800, 58.8, 41.2, 0.0, 0.0, 2.0, 1.0, 33.0, 35, 100.0, 100, noband
<null>, 60, <null>, 15.0, 78, 0.625, 34, 15.0, 1750, 50.0, 35.0, 0.0, 0.0, 2.5, 1.0, 33.0, <null>, <null>, 100, noband
40.0, 56, 0.3, 16.5, 80, <null>, 45, 20.3, 1400, 44.2, 35.5, 0.0, 0.0, 3.0, 0.6, 40.0, 35, 100.0, 100, noband
30.0, 56, 0.433, 16.0, 70, <null>, 60, 21.8, 1400, 45.4, 32.8, 0.0, 0.0, 3.0, 0.9, 40.0, 40, 96.8, 100, noband
37.5, 56, 0.3, 14.0, 82, 0.625, 28, 0.0, 1700, 58.8, 41.2, 2.0, 0.0, 2.5, 0.5, 40.0, 35, 100.0, 100, noband
45.0, 55, 0.2, 14.0, 73, 0.75, 30, 0.0, 2100, 61.1, 38.9, 0.0, 0.0, 2.5, 0.8, 33.0, 40, 96.8, 100, band
55.0, 56, 0.4, 15.0, 93, 0.75, <null>, 0.0, 1250, 62.5, 37.5, 0.0, 0.0, 2.5, 1.0, 40.0, 40, 96.8, 100, noband
50.0, 61, 0.333, 13.0, 72, 1.0, 41, 0.0, 2350, 58.8, 41.2, <null>, 0.0, 2.0, 1.0, 30.0, 35, 105.2, 100, noband
35.0, 53, 0.267, 14.7, 80, 1.0, <null>, 5.5, 2150, 55.6, 38.9, 0.0, 0.0, 2.5, 0.4, 30.0, 35, 111.1, 100, noband
30.0, 56, 0.367, 14.7, 83, 1.0, 30, 10.8, 1600, 53.8, 35.5, 0.0, 6.0, 2.6, 1.2, 40.0, 35, 100.0, 100, noband
65.0, 42, 0.2, 17.0, 80, 1.0, 22, 15.0, 2250, 50.0, 35.0, 1.0, 0.0, 2.5, 1.0, 40.0, 40, 100.0, 100, noband
35.0, 43, 0.367, 13.0, 75, 0.75, <null>, 0.0, 2000, 62.5, 37.5, 0.0, 0.0, 2.5, 1.1, 30.0, 40, 100.0, 100, band
50.0, 47, 0.267, 16.0, 92, 0.75, 35, 0.0, 1800, 68.0, 32.0, 1.0, 0.0, 2.6, 1.2, 30.0, 40, 100.0, 100, band
40.0, 50, 0.233, 14.0, 70, 0.75, 45, 0.0, 1800, 60.2, 39.8, 0.0, 0.0, 2.5, 1.0, 40.0, 40, 100.0, 100, band
45.0, 41, 0.2, 15.0, 78, 0.75, 20, 14.6, 1800, 48.5, 36.9, 0.0, 0.0, 2.5, 1.0, 34.0, 40, 100.0, 100, noband
40.0, 42, 0.333, 16.0, 78, 0.625, 20, 0.0, 1550, 62.5, 37.5, 0.0, 0.0, 2.5, 1.0, 40.0, 40, 106.25, 100, noband
32.0, 42, 0.233, 16.0, 70, 0.625, 46, 0.0, 1350, 60.2, 39.8, 0.0, 0.0, 3.0, 1.0, 34.0, 40, 100.0, 100, noband
45.0, 41, 0.267, 13.3, 70, 0.75, 50, 0.0, 1700, 63.9, 36.1, 0.0, 0.0, 3.0, 0.7, 38.0, 40, 117.85, 100, noband
42.0, 58, 0.233, 16.0, 78, 0.5, 25, 0.0, 1800, 58.8, 41.2, 5.0, 0.0, 2.5, 1.0, 34.0, 40, 103.125, 100, noband
45.0, 58, 0.2, 17.0, 72, 0.75, <null>, 3.2, 1470, 53.8, 43.0, 0.0, 0.0, 3.0, 1.0, 34.0, 40, 100.0, 100, noband
45.0, 57, 0.233, 15.0, 88, 0.562, 30, 10.4, 1900, 52.1, 37.5, 0.0, 0.0, 2.5, 1.8, 30.0, 40, 100.0, 100, noband
35.0, 59, 0.2, 16.1, 82, <null>, 28, 0.0, 2500, 58.8, 41.2, 0.0, 0.0, 2.5, 1.3, 30.0, 40, 100.0, 100, noband
40.0, 40, 0.3, 14.9, 75, 0.625, 28, 4.3, 2000, 53.2, 42.5, 4.0, 0.0, 2.5, 1.5, 30.0, 40, 117.86, 100, band
50.0, 40, 0.2, 15.2, 78, 1.0, 24, 0.0, 1850, 58.8, 41.2, 0.0, 0.0, 2.9, 1.1, 40.0, 40, 103.13, 100, band
40.0, 39, 0.2, 15.0, 72, 0.375, 30, 0.0, 2000, 58.1, 41.9, 1.0, 0.0, 2.5, 0.3, 35.0, 40, 109.9, 100, band
47.5, 50, 0.2, 17.0, 70, 0.5, 30, <null>, 2000, <null>, <null>, <null>, <null>, 2.2, 0.7, <null>, 40, 103.225, 100, band
47.5, 53, 0.233, 17.0, 80, 0.625, 20, <null>, 1850, <null>, <null>, <null>, <null>, 2.0, 1.5, <null>, 40, 105.7, 100, band
<null>, 67, 0.3, 15.1, 80, 0.75, 28, <null>, 1780, <null>, <null>, <null>, <null>, 2.5, 1.0, <null>, 40, 106.25, 100, band
<null>, 60, 0.3, 15.0, 82, 0.5, 22, <null>, 1800, <null>, <null>, <null>, <null>, 2.5, 1.0, <null>, 40, 96.8, 100, band
<null>, 56, 0.3, 14.1, 82, 0.625, 40, <null>, 1800, <null>, <null>, <null>, <null>, 2.5, 0.9, <null>, 40, 96.9, 100, band
<null>, 53, 0.3, 14.2, 72, 1.0, 28, <null>, 1600, <null>, <null>, <null>, <null>, 2.7, 1.5, <null>, 40, 106.1, 100, band
<null>, 40, 0.333, 14.5, 70, 0.75, 60, <null>, 1250, <null>, <null>, <null>, <null>, 2.0, 1.5, <null>, 40, 112.5, 100, band
<null>, 54, 0.3, 16.5, 88, 0.75, 25, <null>, 1850, <null>, <null>, <null>, <null>, 3.0, 2.0, <null>, 40, 107.14, 95, band
<null>, 55, 0.2, 17.0, 95, 0.625, 27, <null>, 1600, <null>, <null>, <null>, <null>, 2.5, 1.0, <null>, 40, 106.25, 100, band
<null>, 60, <null>, 14.9, 76, 1.0, 30, <null>, 2500, <null>, <null>, <null>, <null>, 0.5, 0.5, <null>, 40, 112.5, 100, band
<null>, 46, 0.2, 14.2, 75, 0.75, 25, <null>, 2050, <null>, <null>, <null>, <null>, 2.5, 1.0, <null>, 40, 108.1, 100, band
