@relation bands
@attribute at1 real [25.0, 72.5]
@attribute at2 integer [35, 72]
@attribute at3 real [0.133, 0.533]
@attribute at4 real [11.2, 24.5]
@attribute at5 integer [57, 105]
@attribute at6 real [0.056, 1.25]
@attribute at7 integer [16, 70]
@attribute at8 real [0.0, 35.8]
@attribute at9 integer [0, 2600]
@attribute at10 real [41.0, 76.9]
@attribute at11 real [22.0, 53.4]
@attribute at12 real [0.0, 16.0]
@attribute at13 real [0.0, 6.0]
@attribute at14 real [0.0, 3.1]
@attribute at15 real [0.0, 3.0]
@attribute at16 real [28.0, 60.0]
@attribute at17 integer [30, 45]
@attribute at18 real [83.33, 117.86]
@attribute at19 integer [90, 100]
@attribute class {band, noband}
@inputs at1, at2, at3, at4, at5, at6, at7, at8, at9, at10, at11, at12, at13, at14, at15, at16, at17, at18, at19
@outputs class
@data
40.0, 49, 0.233, 15.3, 74, 1.0, 34, 0.0, 2000, 62.5, 37.5, 0.0, 0.0, 2.2, 1.0, 35.0, 40, 100.0, 100, noband
40.0, 55, 0.433, 15.5, 92, 0.75, 22, 9.6, 1550, 53.2, 37.2, 1.0, 0.0, 2.9, 1.3, 33.0, 40, 106.66, 100, band
40.0, 52, <null>, 16.0, 86, 0.75, 26, 9.6, 1975, 53.2, 37.2, 1.0, 0.0, 2.9, 1.3, 33.0, 40, 100.0, 100, band
42.5, 52, 0.4, 13.9, 76, 0.625, 25, 0.0, 1800, 50.0, 50.0, 0.0, 0.0, 2.5, 0.9, 40.0, 40, 106.66, 100, band
50.0, 52, 0.267, 15.6, 71, 0.75, <null>, 20.6, 1700, 46.7, 32.7, 0.0, 0.0, 2.5, 0.6, 40.0, 40, 106.66, 100, noband
50.0, 60, 0.267, 13.6, 86, 1.125, 28, 0.0, 1500, 64.1, 35.9, 0.0, 0.0, 2.5, 1.0, 33.0, 40, 106.45, 100, band
40.0, 64, 0.233, 15.0, 82, 0.75, 31, 0.0, 2400, 60.0, 40.0, 3.0, 0.0, 2.5, 1.0, 30.0, 40, 106.66, 100, noband
32.5, 56, 0.367, 15.03, 79, 0.312, 28, 5.3, 2244, 52.6, 42.1, 0.0, 0.0, 1.8, 0.5, 30.0, 40, 106.45, 100, noband
50.0, 66, 0.233, 16.0, 87, 1.0, <null>, 11.1, 1530, 55.6, 33.3, 0.0, 0.0, 2.5, 1.0, 34.0, 40, 100.0, 100, band
35.0, 62, 0.4, 14.5, 94, 1.0, 35, 0.0, 1900, 63.3, 36.7, 0.0, 0.0, 2.5, 1.0, 35.0, 40, 106.89, 100, band
60.0, 66, 0.2, 14.5, 85, 0.25, <null>, 0.0, <null>, 62.2, 37.8, 0.0, 0.0, 2.5, 1.0, 34.0, 40, 106.45, 100, band
52.0, 54, 0.5, 16.0, 82, 0.875, 22, 15.8, 900, 49.5, 34.7, 0.0, 0.0, 2.5, 1.0, 50.0, 40, 96.7, 100, band
45.0, 42, 0.233, 15.0, 76, 0.75, 30, 0.0, 2220, 58.8, 41.2, 0.0, 0.0, 2.5, 1.0, 30.0, 35, 100.0, 100, noband
40.0, 48, 0.3, 15.0, 82, 1.0, 35, 0.0, 1720, 59.3, 40.7, 0.0, 0.0, 1.5, 1.5, 32.0, 33, 100.0, 100, noband
40.0, 54, 0.267, 14.42, 87, 1.0, <null>, 4.5, 1700, 56.2, 39.3, 0.0, 0.0, 2.5, 1.0, 40.0, 33, 96.8, 100, noband
60.0, 50, 0.3, 15.0, 72, 0.75, 30, 15.9, 1700, 44.2, 39.8, 1.0, 0.0, 3.0, 0.5, 40.0, 33, 100.0, 100, band
50.0, 48, 0.333, 15.8, 70, <null>, 30, 0.0, 1900, 58.8, 41.2, 5.0, 0.0, 2.5, 1.2, 30.0, 33, 100.0, 100, noband
30.0, 58, 0.467, 15.0, 98, 0.75, 30, 0.0, 2300, 58.8, 41.2, 6.0, 0.0, 2.25, 1.0, 30.0, 35, 100.0, 100, noband
65.0, 65, 0.4, 14.0, 100, 0.75, 40, 7.0, 1200, 58.1, 34.9, 0.0, 0.0, 2.5, 1.0, 40.0, 35, 100.0, 100, band
57.5, 56, 0.5, 13.8, 73, 0.75, <null>, 4.4, 1400, 52.7, 42.9, 0.0, 0.0, 2.0, 0.5, 40.0, 40, 96.8, 100, noband
57.5, 54, 0.367, 16.2, 79, 0.5, 23, 19.0, 1500, 47.6, 33.4, 5.0, 0.0, 3.0, 1.0, 32.0, 35, 93.3, 100, noband
45.0, 53, 0.3, 15.2, 78, 1.0, <null>, 13.3, 2150, 51.0, 35.7, 2.0, 0.0, 2.5, 1.1, 30.0, 35, 111.1, 100, noband
50.0, 50, 0.2, 16.2, 75, 0.75, 25, 3.3, 1850, 54.9, 41.8, 2.0, 0.0, 2.7, 0.9, 40.0, 35, 100.0, 100, noband
45.0, 54, 0.333, 14.8, 70, 0.75, 50, 13.0, 1420, 54.3, 32.6, 0.0, 0.0, 3.0, 0.9, 28.0, 35, 106.9, 100, noband
57.5, 51, 0.267, 15.6, 81, 0.75, 25, 9.8, 1850, 49.0, 41.2, 0.0, 0.0, 2.7, 0.6, 34.0, 30, 100.0, 100, noband
40.0, 60, 0.2, 15.5, 73, 0.75, 28, 0.0, 1850, 65.2, 34.8, 0.0, 0.0, 2.8, 1.0, 30.0, 40, 100.0, 90, band
60.0, 60, 0.267, 14.0, 76, 0.375, 30, 10.3, 1900, 51.5, 38.1, 5.0, 0.0, 2.6, 1.1, 40.0, 40, 103.3, 100, noband
42.5, 52, 0.233, 18.0, 70, 0.625, 45, 0.0, 1700, 58.8, 41.2, 0.0, 0.0, 3.0, 0.7, 34.0, 40, 103.125, 100, noband
60.0, 46, 0.333, <null>, 80, 0.625, 50, 12.4, 1391, 51.5, 36.1, 2.0, 0.0, 2.7, 1.0, 38.5, 40, 114.29, 100, noband
40.0, 43, 0.233, 15.5, 85, 0.75, 25, 4.7, 2000, 58.1, 37.2, 0.0, 0.0, 2.5, 1.0, 33.0, 40, 96.77, 100, band
40.0, 47, 0.267, 15.0, 88, 0.5, 34, 0.0, 1700, 62.5, 37.5, 0.0, 0.0, 0.0, 0.0, 30.0, 40, 100.0, 100, band
45.0, 42, 0.333, 14.0, 75, 1.0, 20, 0.0, 1800, 58.9, 41.1, 8.0, 0.0, 3.0, 2.0, 35.0, 40, 100.0, 100, noband
45.0, 41, 0.2, 14.6, 74, 1.0, 32, 21.0, 2300, 47.6, 31.4, 4.0, 0.0, 2.5, 1.1, 35.0, 40, 96.77, 100, noband
40.0, 42, 0.333, 15.5, 64, 0.625, 20, 10.5, 1550, 52.6, 36.9, 0.0, 0.0, 2.0, 0.6, 40.0, 40, 106.25, 100, noband
62.0, 52, 0.433, 15.0, 78, 0.75, 28, 5.9, 1400, 58.8, 35.3, 4.0, 0.0, 2.5, 0.8, 40.0, 40, 103.22, 100, band
45.0, 58, 0.2, 15.0, 72, 0.625, 25, 10.5, 2100, 52.6, 36.8, 5.0, 0.0, 2.5, 0.8, 33.0, 40, 103.125, 100, noband
27.5, 41, 0.267, 17.58, 80, 0.75, 50, 3.4, 1490, 56.8, 39.8, 0.0, 0.0, 3.0, 1.0, 35.0, 40, 103.125, 100, noband
35.0, 48, 0.267, 16.0, 72, 0.75, 20, <null>, 1650, <null>, <null>, <null>, <null>, 1.5, 1.1, <null>, 40, 83.33, 100, band
50.0, 67, 0.3, 14.5, 86, 0.75, 22, <null>, 1300, <null>, <null>, <null>, <null>, 2.5, 2.0, <null>, 40, 102.77, 100, band
<null>, 39, 0.3, 16.0, 72, 0.75, 50, <null>, 1350, <null>, <null>, <null>, <null>, 2.5, 2.2, <null>, 40, 106.6, 95, band
<null>, 56, 0.3, 14.0, 91, 1.125, 27, <null>, 1650, <null>, <null>, <null>, <null>, 3.0, 1.5, <null>, 40, 100.0, 95, band
<null>, 50, 0.2, 16.5, 74, 0.625, 34, <null>, 1750, <null>, <null>, <null>, <null>, 2.6, 1.0, <null>, 40, 103.125, 95, band
<null>, 54, <null>, 15.5, 78, 0.812, 30, <null>, 2100, <null>, <null>, <null>, <null>, 1.2, 1.0, <null>, 40, 97.05, 100, band
