@relation bands
@attribute at1 real [25.0, 72.5]
@attribute at2 integer [35, 72]
@attribute at3 real [0.133, 0.533]
@attribute at4 real [11.2, 24.5]
@attribute at5 integer [57, 105]
@attribute at6 real [0.056, 1.25]
@attribute at7 integer [16, 70]
@attribute at8 real [0.0, 35.8]
@attribute at9 integer [0, 2600]
@attribute at10 real [41.0, 76.9]
@attribute at11 real [22.0, 53.4]
@attribute at12 real [0.0, 16.0]
@attribute at13 real [0.0, 6.0]
@attribute at14 real [0.0, 3.1]
@attribute at15 real [0.0, 3.0]
@attribute at16 real [28.0, 60.0]
@attribute at17 integer [30, 45]
@attribute at18 real [83.33, 117.86]
@attribute at19 integer [90, 100]
@attribute class {band, noband}
@inputs at1, at2, at3, at4, at5, at6, at7, at8, at9, at10, at11, at12, at13, at14, at15, at16, at17, at18, at19
@outputs class
@data
40.0, 56, 0.3, 17.0, 82, 0.75, 30, 0.0, 2550, 52.6, 47.4, 0.0, 0.0, 2.0, 1.0, 33.0, 40, 103.22, 100, noband
50.0, 64, 0.2, 16.0, 86, 0.75, <null>, 0.0, 1300, 58.8, 41.1, 0.0, 0.0, 2.5, 1.0, 40.0, 40, 106.45, 100, band
60.0, 43, 0.367, 15.0, 94, 1.0, <null>, 9.5, 1500, 52.6, 37.9, 0.0, 4.0, 2.5, 1.0, 40.0, 35, 100.0, 100, band
47.5, 52, 0.267, 14.3, 98, 0.75, 55, 11.7, 1600, 53.2, 35.1, 0.0, 0.0, 3.0, 1.0, 40.0, 33, 100.0, 100, band
50.0, 65, <null>, 17.0, 100, 0.625, 52, 5.6, 1650, 55.5, 38.9, 0.0, 0.0, 3.0, 0.6, 45.0, <null>, <null>, 100, band
50.0, 53, 0.3, 16.5, 90, 0.75, <null>, 11.3, 1300, 51.5, 37.1, 0.0, 0.0, 2.5, 0.7, 28.0, 35, 100.0, 100, noband
<null>, 60, <null>, 15.5, 80, <null>, 30, 13.0, 1750, 54.3, 32.6, 0.0, 0.0, 2.75, 1.0, 33.0, <null>, <null>, 100, noband
50.0, 59, 0.4, 15.0, 90, 0.75, <null>, 0.0, 1500, 58.8, 41.2, 0.0, 0.0, 2.5, 1.0, 40.0, 35, 100.0, 100, band
50.0, 58, 0.333, 15.5, 75, 0.812, 24, 0.0, 2200, 58.8, 41.2, 0.0, 0.0, 1.5, 0.6, 30.0, 42, 100.0, 100, noband
50.0, 59, 0.333, 14.5, 71, 0.625, 20, 11.1, 1650, 55.5, 33.3, 0.0, 0.0, 2.5, 1.0, 40.0, <null>, <null>, 100, band
50.0, 58, 0.367, 13.5, 100, 0.75, 35, 0.0, 1750, 55.5, 44.5, 3.0, 0.0, 2.7, 0.5, 40.0, 35, 100.0, 100, band
60.0, 56, 0.3, 16.0, 87, 0.625, 26, 10.5, 1450, 50.5, 39.0, 3.0, 0.0, 3.0, 1.3, 40.0, 40, 93.75, 100, band
40.0, 54, 0.4, 15.2, 88, 0.875, <null>, 5.9, 2300, 49.5, 44.6, 8.0, 0.0, 2.5, 1.0, 33.0, 35, 111.1, 100, noband
30.0, 50, 0.2, 15.6, 84, 1.0, <null>, 0.0, 2400, 58.8, 41.2, 4.0, 0.0, 2.5, 0.9, 33.0, 35, 96.8, 100, noband
40.0, 54, 0.3, 15.0, 70, <null>, <null>, 10.0, <null>, 50.0, 40.0, 0.0, 0.0, 2.5, 0.8, 60.0, 30, 100.0, 100, noband
52.5, 55, 0.433, 14.0, 80, <null>, 55, 9.9, 1600, 49.5, 40.6, 0.0, 0.0, 3.0, 0.5, 40.0, 45, 93.75, 100, noband
55.0, 50, 0.133, 14.0, 80, 0.625, 32, 8.0, 2000, 60.0, 32.0, 0.0, 0.0, 2.5, 0.9, 35.0, 40, 93.55, 90, band
47.5, 58, 0.333, 14.0, 85, 0.75, 28, 16.5, 1800, 48.5, 35.0, 0.0, 0.0, 2.5, 0.5, 35.0, 40, 114.3, 100, band
30.0, 54, 0.333, 16.3, 80, 0.812, 30, 0.0, 2100, 60.0, 40.0, 3.0, 0.0, 2.5, 1.2, 30.0, 40, 114.29, 100, noband
30.0, 54, <null>, 14.9, 72, 1.25, 30, 3.6, 2100, 60.2, 36.1, 1.5, 0.0, 2.5, 1.2, 30.0, 40, 114.29, 100, noband
40.0, 51, 0.233, 15.0, 70, 0.25, 24, 0.5, 0, 59.5, 40.0, 0.0, 0.0, 3.0, 1.0, 35.0, 40, 100.0, 100, band
32.5, 43, 0.2, 13.0, 80, 0.75, 28, 0.0, 1500, 62.5, 37.5, 0.0, 0.0, 0.0, 0.0, 30.0, 40, 100.0, 100, band
40.0, 43, 0.233, 15.6, 81, 0.5, 34, 0.0, 2400, 62.5, 37.5, 5.0, 0.0, <null>, 0.9, 35.0, 40, 96.77, 100, noband
50.0, 43, 0.267, 14.0, 74, 0.625, 20, 2.2, 1800, 56.2, 41.6, 0.0, 0.0, 3.0, 1.0, 38.0, 40, 96.875, 100, band
32.5, 47, 0.267, 16.1, 88, 0.312, 28, 0.0, 2189, 62.5, 37.5, 0.0, 0.0, 2.4, 0.8, 30.0, 40, 100.0, 100, noband
32.5, 45, 0.233, 14.0, 94, 0.625, 25, 0.0, 1800, 66.7, 33.3, 0.0, 0.0, 2.1, 1.0, 30.0, 40, 100.0, 100, band
45.0, 42, 0.3, 15.0, 70, 0.812, 40, 0.0, 1500, 58.8, 41.2, 3.0, 0.0, 2.0, 1.0, 30.0, 40, 100.0, 100, band
37.5, 40, 0.2, 14.0, 80, 0.25, 24, 0.0, 2400, 58.8, 41.2, 2.0, 0.0, 2.5, 0.8, 30.0, 40, 106.45, 100, noband
47.5, 65, 0.2, 15.7, 87, 0.25, <null>, 5.6, 1725, 55.6, 38.9, 3.0, 0.0, 3.0, 0.85, 34.0, 40, 103.125, 100, noband
40.0, 60, 0.2, 15.0, 80, 0.625, 50, 0.0, 1400, 58.8, 41.2, 0.0, 0.0, 3.0, 0.6, 34.0, 40, 103.1, 100, noband
50.0, 60, 0.267, 16.0, 78, 0.5, 28, 4.5, 1520, 53.0, 42.0, 0.0, 0.0, 2.5, 1.5, 34.0, 40, 106.2, 100, band
42.5, 52, 0.2, 16.0, 82, 0.75, 30, 0.0, 2150, 58.8, 41.2, 0.0, 0.0, 2.5, 1.0, 33.0, 40, 110.0, 100, band
30.0, 40, 0.2, 14.0, 73, 0.562, 30, 0.0, 1800, 58.8, 41.2, 0.0, 0.0, 0.0, 0.0, 30.0, 40, 100.0, 100, band
<null>, <null>, 0.3, 16.5, 70, 1.0, 34, <null>, 1903, <null>, <null>, <null>, <null>, 2.7, 2.8, <null>, 40, 108.0, 100, band
