@relation bands
@attribute at1 real [25.0, 72.5]
@attribute at2 integer [35, 72]
@attribute at3 real [0.133, 0.533]
@attribute at4 real [11.2, 24.5]
@attribute at5 integer [57, 105]
@attribute at6 real [0.056, 1.25]
@attribute at7 integer [16, 70]
@attribute at8 real [0.0, 35.8]
@attribute at9 integer [0, 2600]
@attribute at10 real [41.0, 76.9]
@attribute at11 real [22.0, 53.4]
@attribute at12 real [0.0, 16.0]
@attribute at13 real [0.0, 6.0]
@attribute at14 real [0.0, 3.1]
@attribute at15 real [0.0, 3.0]
@attribute at16 real [28.0, 60.0]
@attribute at17 integer [30, 45]
@attribute at18 real [83.33, 117.86]
@attribute at19 integer [90, 100]
@attribute class {band, noband}
@inputs at1, at2, at3, at4, at5, at6, at7, at8, at9, at10, at11, at12, at13, at14, at15, at16, at17, at18, at19
@outputs class
@data
47.5, 68, 0.4, 16.0, 80, 0.75, 30, 0.0, 2250, 58.8, 41.2, 0.0, 0.0, 1.5, 1.0, 35.0, 40, 106.45, 100, noband
40.0, 62, <null>, 16.0, 80, 0.812, 40, 0.0, 2250, 62.5, 37.5, 0.0, 0.0, 2.5, 0.7, 30.0, 40, 110.0, 100, band
40.0, 64, 0.233, 15.4, 88, 0.562, 24, 4.4, 1835, 55.5, 40.0, 2.0, 0.0, 2.0, 1.3, 30.0, 40, 106.45, 100, noband
40.0, 54, 0.233, 15.59, 89, 1.0, <null>, 1.2, 1700, 58.1, 40.7, 0.0, 0.0, 2.5, 0.6, 40.0, 33, 103.3, 100, noband
50.0, 60, 0.3, 14.0, 75, 0.625, 33, 0.0, 2000, 65.2, 34.8, 0.0, 0.0, 0.0, 0.0, 35.0, 40, 96.9, 100, band
50.0, 59, 0.367, 13.0, 92, 0.625, 49, 0.0, 1300, 58.8, 41.2, 0.0, 0.0, 3.0, 1.1, 40.0, 35, 100.0, 100, band
40.0, 56, 0.333, 15.3, 86, 0.812, 32, 0.0, 2150, 58.8, 41.2, 12.0, 0.0, 2.2, 0.8, 30.0, 35, 100.0, 100, noband
57.5, 53, 0.367, 14.5, 70, 0.625, 58, 20.2, 1600, 42.0, 37.8, 3.0, 0.0, 3.0, 1.0, 40.0, 35, 105.2, 100, noband
45.0, 61, 0.4, 14.0, 78, 0.75, 20, 25.6, 2100, 42.7, 31.7, 0.0, 0.0, 2.5, 0.8, 30.0, 35, 105.2, 100, noband
50.0, 61, 0.333, 13.1, 70, 0.75, 25, 21.7, 2100, 41.7, 36.6, 5.0, 0.0, 2.5, 0.8, 30.0, 35, 105.2, 100, noband
40.0, 54, 0.2, 15.0, 72, 0.75, 35, 0.0, 2500, 58.5, 41.5, 0.0, 0.0, 2.1, 1.1, 30.0, 40, 100.0, 100, noband
40.0, 54, 0.367, 15.0, 78, 0.75, 20, 0.0, 2500, 61.1, 38.9, 0.0, 0.0, 2.5, 0.7, 30.0, 40, 100.0, 100, noband
35.0, 55, 0.5, 15.0, 70, 0.5, 32, 0.0, 1950, 58.8, 41.2, 0.0, 0.0, 2.5, 1.3, 30.0, 35, 100.0, 100, band
45.0, 54, 0.233, 14.3, 67, 0.75, 45, 12.3, 1420, 51.5, 36.1, 0.0, 0.0, 3.0, 0.6, 28.0, 35, 106.9, 100, noband
45.0, 54, 0.267, 14.0, 90, 0.75, 30, 0.0, 2000, 58.8, 41.2, 0.0, 0.0, 3.0, 1.0, 33.0, 40, 103.3, 100, noband
30.0, 54, 0.333, 16.8, 71, 0.75, 25, 18.0, 2000, 45.0, 36.9, 0.0, 0.0, 2.5, 0.9, 35.0, 35, 106.9, 100, noband
57.5, 57, <null>, 14.2, 78, 1.0, 30, 10.5, 2400, 52.6, 36.8, 0.0, 0.0, 2.5, 1.0, 33.0, 40, 93.75, 100, noband
60.0, 50, 0.267, 14.9, 88, 0.375, 32, 10.3, 1700, 51.5, 38.1, 5.0, 0.0, 3.0, 1.3, 40.0, 40, 103.3, 100, noband
65.0, 50, 0.267, 15.0, 86, 0.25, 28, 10.5, 1700, 52.6, 36.8, 2.0, 0.0, 2.5, 0.6, 40.0, 40, 103.3, 100, noband
55.0, 50, 0.267, 17.0, 89, 1.0, 22, 10.4, 1650, 52.1, 37.5, 0.75, 0.0, 2.5, 1.1, 34.0, 40, 93.55, 90, band
42.5, 48, 0.2, 16.0, 70, 0.812, 35, 0.0, 2050, 66.7, 33.3, 2.0, 0.0, 1.7, 1.0, 30.0, 40, 93.55, 90, noband
30.0, 52, 0.333, 16.5, 80, 0.625, 40, 0.0, 1800, 58.1, 41.9, 1.0, 0.0, 2.5, 0.4, 35.0, 40, 107.4, 100, band
65.0, 43, 0.2, 16.0, 78, 0.75, 30, 12.0, 2100, 46.3, 41.7, 0.0, 0.0, 2.0, 1.0, 40.0, 40, 100.0, 100, band
37.5, 43, 0.2, 16.0, 76, 0.938, <null>, 0.0, 2180, 62.5, 37.5, 2.0, 0.0, 2.9, 1.2, 33.0, 40, 96.77, 100, band
50.0, 43, 0.267, 17.0, 72, 0.625, 30, 14.3, 1600, 47.6, 38.1, 0.0, 0.0, 2.5, 1.0, 34.0, 40, 96.77, 100, band
40.0, 43, 0.2, 13.5, 76, 0.75, 52, 4.4, 1726, 55.0, 40.6, 0.0, 0.0, 3.0, 1.0, 40.0, 40, 96.77, 100, noband
45.0, 42, 0.2, 14.0, 80, <null>, 20, 7.6, <null>, 54.3, 38.1, 0.0, 0.0, <null>, <null>, 30.0, 40, 101.67, 100, noband
40.0, 45, 0.233, 13.6, 90, 0.75, 45, 0.0, 1386, 62.5, 37.5, 0.0, 0.0, 3.0, 0.7, 40.0, 40, 96.77, 100, band
50.0, 47, 0.2, 16.2, 74, 0.75, 28, 10.8, 2000, 53.4, 35.8, 0.0, 0.0, 2.5, 1.3, 30.0, 40, 100.0, 100, band
32.5, 47, 0.2, 20.0, 79, 0.312, 29, 0.0, 2189, 58.1, 41.9, 5.0, 0.0, 2.5, 1.25, 30.0, 40, 100.0, 100, noband
37.5, 42, 0.2, 16.0, 70, 0.375, 28, 0.0, 2400, 58.8, 41.2, 3.0, 0.0, 3.0, 0.8, 30.0, 40, 106.45, 100, band
37.5, 50, <null>, 15.5, 95, 0.625, 26, 0.0, 2350, 62.5, 37.5, 1.0, 0.0, 2.6, 0.6, 30.0, 40, 106.45, 100, noband
45.0, 41, 0.2, 16.1, 74, 1.0, 30, 0.0, 1800, 62.5, 37.5, 1.0, 0.0, 2.5, 1.2, 30.0, 40, 106.45, 100, noband
30.0, 41, 0.333, 15.5, 74, 0.812, 30, 2.5, 1900, 58.0, 39.5, 4.5, 0.0, 1.9, 1.3, 30.0, 40, 114.28, 100, noband
35.0, 41, 0.267, 16.66, 78, 0.75, 50, 7.6, 1490, 54.3, 38.0, 0.0, 0.0, 3.0, 1.0, 35.0, 40, 106.7, 100, noband
<null>, 43, 0.2, 15.2, 78, 0.75, 32, 8.2, 1500, 51.0, 40.8, 2.0, 0.0, 2.7, 1.8, 40.0, 40, 106.25, 100, band
47.5, 58, 0.217, 13.1, 70, <null>, 55, 10.0, 1660, 50.0, 40.0, 0.0, 0.0, 2.9, 1.0, 34.0, 40, 96.88, 100, band
40.0, 59, 0.25, 15.0, 80, 0.75, 40, 13.3, 1750, 51.0, 35.7, 0.0, 0.0, 2.2, 0.7, 34.0, 40, 100.0, 100, band
40.0, 40, 0.3, 15.5, 75, 0.75, 25, <null>, 1100, <null>, <null>, <null>, <null>, 2.5, 1.0, <null>, 40, 102.941, 100, band
50.0, 56, 0.3, 15.0, 80, 0.188, 26, <null>, 1950, <null>, <null>, <null>, <null>, 2.5, 1.5, <null>, 40, 102.857, 100, band
40.0, 57, 0.3, 16.0, 86, 0.812, 30, <null>, 1700, <null>, <null>, <null>, <null>, 2.5, 1.0, <null>, 40, 102.94, 100, band
<null>, 40, 0.3, 16.5, 84, 0.625, 26, <null>, 1565, <null>, <null>, <null>, <null>, 2.5, 1.0, <null>, 40, 106.6, 95, band
<null>, 47, 0.233, 16.5, 86, 0.25, <null>, <null>, 1750, <null>, <null>, <null>, <null>, 2.1, 2.1, <null>, 40, 109.6, 95, band
<null>, 52, <null>, 18.0, 82, 1.0, 25, <null>, 1880, <null>, <null>, <null>, <null>, 1.0, 1.0, <null>, 40, 112.5, 100, band
