@relation flags
@attribute f1 real [-1.65624, 1.5633]
@attribute f2 real [-0.925907, 1.36719]
@attribute f3 real [-0.322464, 9.99663]
@attribute f4 real [-0.253095, 10.7113]
@attribute f5 real [-1.24129, 1.3327]
@attribute f6 real [-0.43686, 4.37852]
@attribute f7 real [-0.66647, 5.34726]
@attribute f8 real [-1.8951, 3.48888]
@attribute f9 real [-1.92678, 0.516326]
@attribute f10 real [-0.937519, 1.06115]
@attribute f11 real [-1.0182, 0.977062]
@attribute f12 real [-0.937519, 1.06115]
@attribute f13 real [-1.73954, 0.571902]
@attribute f14 real [-0.603581, 1.64824]
@attribute f15 real [-0.392383, 2.5354]
@attribute f16 real [-0.968392, 3.1541]
@attribute f17 real [-0.367334, 8.27058]
@attribute f18 real [-0.387882, 4.80171]
@attribute f19 real [-0.318976, 3.11887]
@attribute f20 real [-0.342965, 8.8343]
@attribute f21 real [-0.315409, 11.0581]
@attribute f22 real [-0.244539, 4.06824]
@attribute f23 real [-0.401053, 2.48059]
@attribute f24 real [-0.579818, 1.71579]
@attribute f25 real [-0.500316, 1.98843]
@attribute f26 real [-0.299039, 3.32681]
@attribute f27 real [-1.12457, 2.28429]
@attribute f28 real [-0.946807, 3.42654]
@attribute clase {0, 1, 2, 3, 4, 5, 6, 7}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28
@outputs clase
@data
-1.65624, 1.36719, -0.269491, -0.144321, -0.955295, -0.43686, 1.48129, -0.356817, 0.516326, -0.937519, 0.977062, -0.937519, 0.571902, -0.603581, -0.392383, 0.209464, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, -0.244539, 2.48059, -0.579818, -0.500316, -0.299039, 0.0117143, 0.302721, 6
-0.368421, -0.925907, -0.302657, -0.198708, 0.1887, -0.43686, -0.66647, -1.12596, 0.516326, -0.937519, -1.0182, -0.937519, 0.571902, -0.603581, -0.392383, -0.968392, -0.367334, 2.20691, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, -1.12457, -0.946807, 1
-1.65624, 1.36719, -0.312791, -0.198708, -0.955295, -0.43686, 0.622187, -1.12596, -1.92678, -0.937519, 0.977062, -0.937519, 0.571902, -0.603581, -0.392383, 0.209464, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 0.0117143, 0.302721, 0
-0.368421, -0.925907, -0.207767, 0.410424, -0.383298, -0.43686, 0.622187, -0.356817, 0.516326, -0.937519, -1.0182, 1.06115, -1.73954, 1.64824, -0.392383, 1.97625, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 1.71614, 0.927484, 1
-1.65624, 1.36719, 0.679872, -0.253095, 0.1887, -0.43686, -0.66647, -1.12596, 0.516326, -0.937519, -1.0182, -0.937519, 0.571902, -0.603581, -0.392383, 1.38732, 1.79214, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 1.148, -0.946807, 1
0.275486, 1.36719, -0.209149, -0.187831, -0.669296, 2.45237, -0.66647, -0.356817, 0.516326, 1.06115, -1.0182, 1.06115, -1.73954, -0.603581, -0.392383, 0.798392, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, -1.12457, -0.322043, 2
-0.368421, 1.36719, -0.275019, -0.253095, 0.1887, -0.43686, -0.66647, -0.356817, 0.516326, -0.937519, 0.977062, -0.937519, 0.571902, -0.603581, -0.392383, 0.209464, -0.367334, 2.20691, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 0.0117143, 0.302721, 1
0.919394, -0.925907, 1.18288, 7.18702, 0.1887, -0.43686, 0.622187, 0.412322, -1.92678, 1.06115, 0.977062, -0.937519, 0.571902, -0.603581, 2.5354, 2.56518, 1.79214, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, 1.71579, -0.500316, -0.299039, 2.28429, -0.322043, 4
1.5633, -0.161541, 0.55458, 1.45465, 1.3327, -0.43686, 0.192634, -1.12596, 0.516326, -0.937519, -1.0182, -0.937519, 0.571902, -0.603581, -0.392383, -0.968392, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, -1.12457, 1.55225, 2
-0.368421, 1.36719, -0.29022, -0.220463, -1.24129, 2.45237, -0.66647, -0.356817, -1.92678, 1.06115, -1.0182, -0.937519, 0.571902, -0.603581, 2.5354, 1.38732, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, -0.556429, 2.80178, 0
0.919394, -0.925907, -0.277322, -0.23134, 0.760698, -0.43686, 0.622187, 0.412322, 0.516326, 1.06115, -1.0182, -0.937519, 0.571902, 1.64824, -0.392383, 1.97625, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, -0.244539, 2.48059, -0.579818, -0.500316, -0.299039, 1.71614, -0.322043, 2
0.919394, -0.925907, -0.23909, -0.187831, 1.3327, -0.43686, -0.66647, -1.12596, 0.516326, -0.937519, -1.0182, 1.06115, -1.73954, -0.603581, -0.392383, -0.968392, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, 1.71579, -0.500316, -0.299039, -1.12457, -0.946807, 3
0.919394, -0.925907, -0.314173, -0.23134, 0.760698, -0.43686, 0.622187, 0.412322, 0.516326, 1.06115, -1.0182, -0.937519, 0.571902, 1.64824, -0.392383, -0.379464, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, -0.556429, -0.946807, 2
0.275486, -0.161541, -0.308645, -0.242217, 1.3327, 1.48929, -0.66647, 0.412322, 0.516326, 1.06115, 0.977062, -0.937519, 0.571902, -0.603581, -0.392383, 0.209464, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, 1.71579, -0.500316, -0.299039, -0.556429, 0.302721, 5
-0.368421, -0.925907, -0.321082, -0.253095, -0.383298, -0.43686, 0.622187, -0.356817, 0.516326, -0.937519, 0.977062, -0.937519, 0.571902, -0.603581, -0.392383, -0.968392, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, -1.12457, 0.302721, 0
0.275486, -0.161541, -0.268109, -0.187831, 1.3327, -0.43686, 0.622187, -0.356817, 0.516326, 1.06115, -1.0182, -0.937519, -1.73954, 1.64824, -0.392383, -0.968392, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 1.71614, -0.322043, 5
1.5633, -0.925907, -0.322464, -0.253095, 1.3327, -0.43686, -0.66647, -0.356817, -1.92678, -0.937519, 0.977062, -0.937519, 0.571902, -0.603581, -0.392383, 0.209464, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, -0.244539, -0.401053, 1.71579, -0.500316, -0.299039, 0.0117143, 0.302721, 1
-1.65624, 1.36719, 0.586364, 0.584462, -0.955295, 2.45237, -0.66647, 0.412322, 0.516326, 1.06115, -1.0182, -0.937519, 0.571902, -0.603581, 2.5354, -0.379464, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, 1.98843, -0.299039, -0.556429, -0.946807, 0
0.275486, -0.161541, 0.0382111, -0.122567, 1.3327, -0.43686, 1.48129, 1.18146, 0.516326, 1.06115, -1.0182, 1.06115, 0.571902, 1.64824, -0.392383, 0.798392, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, -0.244539, 2.48059, 1.71579, -0.500316, -0.299039, -0.556429, 0.927484, 5
-1.65624, 1.36719, -0.322464, -0.253095, 0.1887, -0.43686, -0.236918, -0.356817, 0.516326, -0.937519, 0.977062, -0.937519, 0.571902, -0.603581, -0.392383, 1.38732, -0.367334, -0.387882, -0.318976, -0.342965, 1.04941, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 1.148, 1.55225, 1
0.275486, -0.925907, 0.103621, 0.356037, 1.3327, 2.45237, -0.66647, -1.12596, -1.92678, 1.06115, -1.0182, -0.937519, 0.571902, -0.603581, -0.392383, -0.379464, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, -0.556429, -0.322043, 2
1.5633, 0.602825, -0.322464, -0.253095, -1.24129, -0.43686, -0.66647, 0.412322, 0.516326, -0.937519, 0.977062, 1.06115, 0.571902, -0.603581, -0.392383, 0.798392, 1.79214, 2.20691, 3.11887, 1.95135, 0.82194, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 1.148, 0.927484, 1
0.919394, -0.925907, 0.0478844, 0.660603, 0.1887, 0.526217, -0.66647, -1.12596, -1.92678, 1.06115, -1.0182, -0.937519, 0.571902, -0.603581, -0.392383, -0.379464, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, 4.06824, -0.401053, -0.579818, -0.500316, -0.299039, 1.148, -0.322043, 2
-1.01233, 0.602825, -0.134987, -0.220463, -0.955295, -0.43686, 0.622187, 1.9506, 0.516326, 1.06115, 0.977062, 1.06115, 0.571902, 1.64824, -0.392383, -0.968392, 1.79214, -0.387882, -0.318976, -0.342965, -0.0879394, -0.244539, -0.401053, 1.71579, 1.98843, 3.32681, -1.12457, 0.302721, 0
1.5633, -0.925907, -0.184274, 0.269018, 1.3327, -0.43686, -0.66647, 0.412322, 0.516326, -0.937519, 0.977062, 1.06115, 0.571902, -0.603581, -0.392383, 0.209464, -0.367334, -0.387882, -0.318976, -0.342965, 0.59447, -0.244539, 2.48059, -0.579818, -0.500316, -0.299039, 0.0117143, -0.946807, 0
-0.368421, -0.925907, -0.178286, 0.13849, -0.0972986, -0.43686, 0.192634, -1.12596, 0.516326, -0.937519, -1.0182, -0.937519, 0.571902, -0.603581, -0.392383, 1.38732, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 1.148, -0.946807, 6
-0.368421, 1.36719, -0.280086, -0.144321, 0.1887, -0.43686, -0.66647, 1.18146, 0.516326, 1.06115, 0.977062, 1.06115, 0.571902, -0.603581, -0.392383, -0.968392, 1.79214, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, 1.71579, -0.500316, -0.299039, -0.556429, -0.946807, 0
0.919394, -0.925907, -0.317397, -0.253095, 0.760698, -0.43686, -0.66647, -1.12596, -1.92678, -0.937519, -1.0182, -0.937519, 0.571902, -0.603581, 2.5354, 3.1541, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 1.148, 3.42654, 2
0.275486, 1.36719, -0.289299, -0.220463, -1.24129, -0.43686, 0.622187, -0.356817, -1.92678, 1.06115, 0.977062, -0.937519, 0.571902, -0.603581, -0.392383, -0.379464, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, -0.556429, 0.302721, 5
-1.65624, 1.36719, -0.322464, -0.253095, -1.24129, -0.43686, -0.66647, 1.18146, 0.516326, 1.06115, -1.0182, 1.06115, 0.571902, 1.64824, -0.392383, -0.379464, -0.367334, -0.387882, -0.318976, -0.342965, 0.139531, -0.244539, 2.48059, -0.579818, -0.500316, -0.299039, -0.556429, -0.946807, 1
-1.65624, 1.36719, -0.322464, -0.253095, -1.24129, 4.37852, -0.66647, 0.412322, -1.92678, 1.06115, 0.977062, 1.06115, 0.571902, -0.603581, -0.392383, -0.379464, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, 1.71579, 1.98843, 3.32681, 0.0117143, -0.322043, 1
0.275486, -0.925907, 0.831881, -0.0355477, 0.760698, -0.43686, 0.622187, 0.412322, 0.516326, 1.06115, -1.0182, -0.937519, 0.571902, 1.64824, -0.392383, -0.968392, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, 2.48059, -0.579818, -0.500316, -0.299039, -1.12457, 2.17701, 2
0.275486, -0.161541, -0.314633, -0.242217, 1.3327, -0.43686, 1.48129, 2.71974, 0.516326, -0.937519, 0.977062, 1.06115, 0.571902, 1.64824, 2.5354, 0.209464, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, 1.71579, -0.500316, -0.299039, 0.0117143, 0.302721, 1
-0.368421, -0.925907, -0.303578, -0.187831, -0.383298, -0.43686, -0.66647, -1.12596, 0.516326, -0.937519, -1.0182, -0.937519, 0.571902, -0.603581, -0.392383, -0.968392, -0.367334, 2.20691, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, -1.12457, -0.946807, 1
0.275486, -0.925907, -0.296208, -0.23134, -0.669296, -0.43686, 1.48129, 0.412322, 0.516326, 1.06115, -1.0182, 1.06115, 0.571902, -0.603581, -0.392383, -0.379464, -0.367334, -0.387882, -0.318976, 1.95135, -0.0879394, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, -1.12457, -0.322043, 7
-1.01233, 1.36719, -0.320161, -0.242217, -1.24129, -0.43686, -0.66647, -0.356817, 0.516326, -0.937519, -1.0182, -0.937519, 0.571902, 1.64824, -0.392383, -0.968392, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, 2.48059, -0.579818, -0.500316, -0.299039, 1.148, 1.55225, 1
0.275486, -0.925907, -0.24692, -0.176953, 0.760698, -0.43686, -0.66647, -1.12596, 0.516326, -0.937519, -1.0182, -0.937519, 0.571902, -0.603581, -0.392383, -0.968392, 1.79214, -0.387882, -0.318976, -0.342965, -0.0879394, 4.06824, -0.401053, -0.579818, -0.500316, -0.299039, -1.12457, -0.946807, 2
-0.368421, -0.925907, -0.204542, -0.0137929, 0.1887, -0.43686, 0.622187, 0.412322, 0.516326, -0.937519, 0.977062, 1.06115, 0.571902, -0.603581, -0.392383, -0.968392, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 0.0117143, -0.946807, 6
0.275486, -0.161541, 0.0243922, -0.187831, 1.3327, 2.45237, -0.66647, 0.412322, 0.516326, 1.06115, -1.0182, -0.937519, -1.73954, 1.64824, 2.5354, -0.379464, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, 1.98843, -0.299039, -0.556429, 3.42654, 5
