@relation blood
@attribute f1 real [-1.17433, 7.96667]
@attribute f2 real [-0.773158, 7.61825]
@attribute f3 real [-0.773158, 7.61825]
@attribute f4 real [-1.3243, 2.61388]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4
@outputs clase
@data
-0.927278, -0.601905, -0.601905, -0.955095, 0
-0.927278, -0.601905, -0.601905, -0.955095, 1
-0.680224, 0.0831082, 0.0831082, 0.193542, 0
-0.680224, 0.939374, 0.939374, 1.79343, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 1
-0.927278, -0.773158, -0.773158, -1.3243, 1
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.680224, -0.259398, -0.259398, -0.339754, 1
0.0609378, -0.259398, -0.259398, -0.749982, 0
-0.680224, -0.259398, -0.259398, -0.339754, 0
-0.927278, -0.088145, -0.088145, 0.521724, 1
-0.0625892, 0.425615, 0.425615, 0.152519, 1
-0.680224, 0.0831082, 0.0831082, 0.521724, 0
0.184465, 0.254361, 0.254361, -0.216686, 0
-0.43317, -0.601905, -0.601905, -0.955095, 1
-0.680224, 0.254361, 0.254361, 0.972974, 0
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.773158, -0.773158, -1.24225, 1
-0.680224, -0.773158, -0.773158, -1.24225, 0
0.0609378, 0.425615, 0.425615, 0.193542, 0
-0.186116, 0.768121, 0.768121, 1.17809, 0
0.184465, 2.82316, 2.82316, 2.61388, 0
0.184465, 1.96689, 1.96689, 1.83445, 1
-0.0625892, -0.601905, -0.601905, -0.955095, 0
-0.927278, 0.0831082, 0.0831082, 1.67036, 0
-0.927278, -0.430651, -0.430651, 0.0294508, 0
-0.680224, 0.254361, 0.254361, 1.95752, 0
-0.680224, -0.430651, -0.430651, -0.0115719, 0
0.555046, -0.088145, -0.088145, -0.339754, 0
-0.186116, -0.601905, -0.601905, -0.749982, 0
0.184465, -0.601905, -0.601905, -0.832027, 0
-0.0625892, -0.601905, -0.601905, -0.749982, 1
0.555046, -0.088145, -0.088145, -0.257708, 1
0.555046, -0.601905, -0.601905, -0.832027, 0
-0.0625892, -0.773158, -0.773158, -1.03714, 0
0.8021, 0.0831082, 0.0831082, 0.0294508, 1
-0.0625892, -0.430651, -0.430651, -0.0115719, 0
0.184465, -0.773158, -0.773158, -0.955095, 0
0.184465, -0.773158, -0.773158, -0.955095, 0
0.184465, -0.773158, -0.773158, -0.955095, 0
0.8021, -0.259398, -0.259398, -0.257708, 0
-0.0625892, -0.601905, -0.601905, -0.339754, 0
0.555046, -0.259398, -0.259398, 0.152519, 0
0.555046, -0.430651, -0.430651, -0.13464, 0
0.184465, -0.430651, -0.430651, 0.234565, 1
0.555046, -0.773158, -0.773158, -0.832027, 0
0.555046, -0.773158, -0.773158, -0.832027, 0
0.555046, 0.254361, 0.254361, 1.54729, 0
-0.0625892, -0.430651, -0.430651, 0.726838, 0
0.184465, -0.259398, -0.259398, 1.014, 0
-0.680224, -0.601905, -0.601905, 1.014, 0
1.41973, -0.601905, -0.601905, -0.544868, 1
0.555046, -0.088145, -0.088145, 1.21911, 0
0.555046, -0.430651, -0.430651, 0.275587, 0
0.8021, -0.773158, -0.773158, -0.749982, 0
0.8021, -0.773158, -0.773158, -0.749982, 0
0.8021, -0.259398, -0.259398, 0.439678, 0
1.41973, -0.601905, -0.601905, -0.462822, 0
1.41973, -0.601905, -0.601905, -0.462822, 0
1.66679, -0.430651, -0.430651, -0.257708, 0
0.8021, -0.430651, -0.430651, 0.234565, 0
-0.0625892, -0.601905, -0.601905, 0.726838, 0
0.184465, -0.601905, -0.601905, 0.726838, 0
1.66679, -0.601905, -0.601905, -0.339754, 0
0.8021, -0.430651, -0.430651, 0.644792, 0
1.66679, -0.430651, -0.430651, -0.0525947, 0
1.41973, -0.430651, -0.430651, 0.152519, 0
1.41973, -0.773158, -0.773158, -0.544868, 0
1.41973, -0.773158, -0.773158, -0.544868, 0
1.41973, -0.773158, -0.773158, -0.544868, 1
1.41973, -0.773158, -0.773158, -0.544868, 0
1.66679, -0.259398, -0.259398, 0.439678, 0
1.54326, -0.773158, -0.773158, -0.503845, 1
1.66679, -0.773158, -0.773158, -0.462822, 0
1.41973, 0.0831082, 0.0831082, 2.12161, 0
1.66679, -0.430651, -0.430651, 0.562747, 0
1.66679, -0.259398, -0.259398, 2.16263, 0
1.66679, -0.601905, -0.601905, 2.16263, 0
3.76675, -0.773158, -0.773158, 0.234565, 0
-0.927278, 4.8782, 4.8782, 1.75241, 1
-0.927278, 6.07697, 6.07697, 2.61388, 1
-0.927278, 0.939374, 0.939374, -0.339754, 0
-0.927278, 0.939374, 0.939374, -0.257708, 0
-0.803751, 0.768121, 0.768121, -0.0525947, 1
-0.680224, 1.28188, 1.28188, 0.193542, 1
-0.927278, -0.259398, -0.259398, -0.832027, 1
-0.680224, 0.425615, 0.425615, -0.257708, 0
-0.927278, 0.768121, 0.768121, 0.726838, 0
-0.680224, -0.601905, -0.601905, -1.24225, 1
-0.927278, 1.11063, 1.11063, 1.46525, 1
-0.927278, -0.259398, -0.259398, -0.462822, 0
0.555046, -0.088145, -0.088145, -0.832027, 0
-0.680224, 1.79564, 1.79564, 2.61388, 1
-0.927278, 0.0831082, 0.0831082, 0.439678, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.803751, -0.773158, -0.773158, -1.28328, 1
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, 0.254361, 0.254361, 1.13707, 0
-0.927278, -0.088145, -0.088145, 1.17809, 0
-0.186116, 0.596868, 0.596868, 1.21911, 0
0.184465, 1.79564, 1.79564, 2.24468, 0
0.555046, 0.254361, 0.254361, 0.0294508, 0
0.184465, -0.259398, -0.259398, -0.298731, 0
0.184465, 0.425615, 0.425615, 0.726838, 1
-0.927278, -0.601905, -0.601905, -0.0525947, 0
0.555046, 0.425615, 0.425615, 0.480701, 0
0.8021, 1.79564, 1.79564, 1.75241, 0
0.555046, 0.254361, 0.254361, 0.439678, 0
0.8021, -0.601905, -0.601905, -0.749982, 0
0.184465, -0.773158, -0.773158, -0.955095, 0
0.184465, -0.773158, -0.773158, -0.955095, 0
0.184465, -0.773158, -0.773158, -0.955095, 0
0.555046, -0.430651, -0.430651, -0.257708, 0
1.29621, 1.45313, 1.45313, 1.42422, 1
-0.680224, -0.601905, -0.601905, 0.480701, 0
0.184465, -0.601905, -0.601905, -0.380777, 0
0.555046, -0.430651, -0.430651, -0.0525947, 0
0.555046, -0.773158, -0.773158, -0.832027, 0
0.925627, 0.254361, 0.254361, 0.972974, 1
0.8021, -0.430651, -0.430651, 0.0294508, 0
0.8021, -0.773158, -0.773158, -0.749982, 0
0.8021, -0.773158, -0.773158, -0.749982, 0
0.8021, -0.773158, -0.773158, -0.749982, 0
1.66679, 0.0831082, 0.0831082, 0.439678, 0
1.41973, -0.601905, -0.601905, -0.339754, 0
1.41973, -0.430651, -0.430651, 0.0294508, 0
1.41973, -0.430651, -0.430651, 0.234565, 0
1.41973, -0.773158, -0.773158, -0.544868, 0
1.66679, -0.430651, -0.430651, 0.193542, 0
1.66679, -0.773158, -0.773158, -0.462822, 0
1.66679, -0.773158, -0.773158, -0.462822, 0
1.66679, -0.773158, -0.773158, -0.462822, 0
0.8021, -0.430651, -0.430651, 2.12161, 0
1.66679, -0.430651, -0.430651, 1.13707, 0
