@relation statlog-landsat
@attribute f1 real [-2.15932, 2.52945]
@attribute f2 real [-2.50187, 2.3386]
@attribute f3 real [-2.59852, 2.43982]
@attribute f4 real [-2.65068, 3.82149]
@attribute f5 real [-2.15525, 2.41958]
@attribute f6 real [-2.47676, 2.3453]
@attribute f7 real [-2.95741, 2.75599]
@attribute f8 real [-2.85774, 3.98196]
@attribute f9 real [-2.14578, 2.59571]
@attribute f10 real [-2.46045, 2.05446]
@attribute f11 real [-2.9367, 2.75995]
@attribute f12 real [-2.83466, 3.95822]
@attribute f13 real [-2.15084, 2.38885]
@attribute f14 real [-2.48972, 2.07442]
@attribute f15 real [-2.78112, 2.73164]
@attribute f16 real [-2.64086, 3.63501]
@attribute f17 real [-2.1478, 2.57155]
@attribute f18 real [-2.47325, 2.04079]
@attribute f19 real [-2.58524, 2.37695]
@attribute f20 real [-2.58002, 3.9473]
@attribute f21 real [-2.22196, 2.60516]
@attribute f22 real [-2.45972, 2.05272]
@attribute f23 real [-2.93088, 2.45195]
@attribute f24 real [-2.82605, 3.77939]
@attribute f25 real [-2.14352, 2.54588]
@attribute f26 real [-2.48894, 2.07868]
@attribute f27 real [-2.77368, 2.43542]
@attribute f28 real [-2.57748, 3.777]
@attribute f29 real [-2.2191, 2.58364]
@attribute f30 real [-2.47388, 1.9536]
@attribute f31 real [-2.93788, 2.73673]
@attribute f32 real [-2.83203, 3.92622]
@attribute f33 real [-2.14299, 2.6197]
@attribute f34 real [-2.4669, 2.05805]
@attribute f35 real [-2.94474, 2.75729]
@attribute f36 real [-2.83583, 3.93827]
@attribute clase {0, 1, 2, 3, 4, 5}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36
@outputs clase
@data
0.771159, 0.446412, 0.160574, -0.350651, 0.501106, 0.460313, -0.311201, -0.560027, 0.224964, -0.0934105, -1.01783, -0.764953, 0.485106, -0.0321105, -0.504109, -0.46026, 0.138135, -0.194315, -0.73189, -0.669585, 0.154471, -0.181592, -1.19641, -0.817997, 0.420995, -0.0294513, -0.857687, -0.618182, 0.145328, -0.369728, -0.847235, -0.825673, 0.163936, -0.182462, -1.32416, -0.824769, 5
0.478111, 0.666434, 0.520455, 0.130749, 0.501106, 0.854845, 1.13218, 0.294936, 0.81765, 1.04627, 1.1409, 0.296435, 0.704768, 1.02115, 0.574474, 0.231149, 0.728053, 1.0328, 0.58339, 0.232564, 0.748578, 1.04509, 0.8371, 0.238874, 0.933898, 0.717179, 0.279933, -0.247505, 0.662546, 0.726182, 0.287687, -0.0864901, 0.982523, 0.915827, 0.296412, 0.127838, 2
0.478111, 0.490417, 0.0406134, -0.243673, 0.501106, 0.328802, 0.0496452, -0.453157, 0.521307, 0.169594, 0.0615332, -0.446537, 0.704768, 0.143433, -0.384266, -0.619816, 0.728053, 0.15629, -0.373177, -0.828788, 0.451525, 0.168889, -0.179657, -0.606623, 0.64081, 0.146226, -0.917562, -0.671136, 0.366993, 0.156309, -0.668037, -0.878472, 0.387187, 0.16899, -0.423844, -0.666002, 3
-0.107985, -0.0376343, -0.739129, -0.832052, -0.0891939, -0.197242, -0.732188, -1.04094, -0.0713797, -0.181079, -0.718009, -0.818022, -0.173881, -0.383198, -0.863637, -1.09848, 0.138135, -0.369618, -0.851461, -1.09413, -0.142582, -0.181592, -1.0768, -1.08221, 0.0546358, -0.0294513, -0.917562, -0.882952, -0.224114, -0.194383, -0.906968, -1.03687, -0.20815, -0.182462, -0.66393, -0.877692, 3
0.478111, 0.490417, 0.280534, -0.0832064, 1.09141, 0.854845, 0.290209, 0.13463, 1.11399, 0.870939, 0.541251, 0.137226, 0.411885, -0.0321105, -0.204502, 0.018408, 0.728053, 0.682198, 0.284463, 0.0202937, 1.11989, 0.69461, 0.8371, 0.238874, -1.70389, -2.1815, 1.35768, 2.24133, -1.48022, -1.904, 1.06421, 1.65587, -0.431401, -0.709641, 0.296412, 0.127838, 2
1.35726, 1.01847, 1.12026, 0.505172, 1.38656, 1.03019, 1.13218, 0.508676, 1.41034, 1.26545, 0.841075, 0.296435, 1.07087, 0.845609, 0.574474, 0.018408, 1.39171, 1.0328, 0.822532, 0.232564, 1.41695, 1.04509, 0.298817, 0.238874, 1.22698, 0.717179, 0.519432, 0.123173, 1.54921, 0.901528, 0.765549, 0.124705, 1.28019, 0.915827, 0.536498, 0.127838, 2
1.35726, 0.842451, 0.820356, 0.291216, 1.38656, 1.24938, 1.13218, 0.508676, 1.41034, 1.26545, 1.38076, 0.296435, 1.07087, 0.845609, 0.814159, 0.231149, 1.39171, 1.20811, 0.822532, 0.497902, 1.78826, 1.04509, 0.597863, 0.503092, 1.52007, 0.892856, 0.758931, 0.123173, 1.54921, 1.12071, 0.765549, 0.124705, 1.57786, 1.13548, 1.07669, 0.339528, 2
1.6503, 1.23849, 1.12026, 0.719128, 1.68171, 1.24938, 0.831479, 0.294936, 1.41034, 0.870939, 0.841075, 0.137226, 1.72986, 1.41613, 1.11377, 0.497076, 1.39171, 1.20811, 1.12146, 0.497902, 1.78826, 1.04509, 0.8371, 0.238874, 1.52007, 1.11245, 0.758931, 0.334989, 1.54921, 0.901528, 1.06421, 0.494297, 1.57786, 1.13548, 0.776583, 0.339528, 2
1.35726, 0.842451, 0.820356, 0.130749, 2.05064, 1.03019, 0.831479, 0.294936, 1.70668, 1.26545, 1.1409, 0.508712, 1.72986, 1.02115, 0.814159, 0.231149, 1.76041, 1.0328, 0.822532, 0.232564, 1.78826, 1.04509, 0.597863, 0.238874, 1.52007, 1.11245, 0.758931, 0.334989, 1.54921, 1.12071, 0.765549, 0.3359, 1.57786, 0.915827, 0.776583, 0.127838, 2
1.35726, 0.842451, 0.520455, 0.130749, 1.38656, 0.854845, 0.831479, 0.508676, 1.41034, 1.04627, 0.841075, 0.296435, 1.72986, 0.845609, 0.574474, 0.231149, 1.39171, 1.0328, 0.58339, 0.232564, 1.41695, 1.22033, 0.8371, 0.503092, 1.22698, 0.892856, 0.279933, -0.0886427, 1.25365, 0.550836, 0.287687, -0.0864901, 1.28019, 0.915827, 0.536498, 0.127838, 2
1.06421, 0.666434, 0.280534, 0.130749, 1.09141, 0.854845, 0.530773, -0.0791105, 1.41034, 0.695602, 0.301392, 0.137226, 1.36376, 1.02115, 0.574474, 0.018408, 1.09675, 0.682198, 0.284463, 0.232564, 0.748578, 0.69461, 0.05958, -0.183874, 1.22698, 1.11245, 0.758931, 0.334989, 1.54921, 1.12071, 0.765549, 0.494297, 1.28019, 0.915827, 0.536498, 0.339528, 2
1.35726, 0.666434, 0.280534, 0.130749, 1.09141, 0.854845, 0.530773, 0.13463, 1.41034, 0.520266, 0.301392, -0.075051, 0.704768, 0.670065, 0.0351826, -0.194333, 1.39171, 0.506895, 0.045321, -0.191977, 1.41695, 0.519369, 0.05958, 0.0275001, 1.22698, 0.892856, 0.519432, 0.334989, 1.25365, 0.901528, 0.287687, 0.124705, 0.982523, 0.740101, 0.0563267, 0.127838, 2
1.35726, 0.842451, 0.820356, 0.130749, 1.38656, 1.03019, 0.831479, 0.13463, 1.41034, 0.870939, 0.541251, 0.137226, 1.36376, 0.845609, 0.574474, 0.018408, 1.39171, 0.8575, 0.822532, 0.0202937, 1.11989, 0.86985, 0.298817, 0.0275001, 1.22698, 0.717179, -0.199065, -0.0886427, 0.958099, 0.726182, 0.287687, -0.0864901, 0.982523, 0.740101, 0.296412, -0.0838528, 2
0.771159, 0.3144, 0.0406134, -0.243673, 0.501106, -0.0218938, -0.491624, -0.453157, 0.150878, -0.181079, -0.718009, -0.658814, 0.411885, 0.143433, -0.384266, -0.619816, 0.433094, -0.0190125, -0.851461, -0.616517, 0.154471, -0.356832, -0.837558, -0.817997, 1.22698, 0.717179, 0.758931, 0.123173, 0.958099, 0.550836, 0.0487559, -0.0864901, 0.684855, -0.00673584, -0.904015, -0.666002, 5
1.06421, 0.666434, 0.580435, 0.237727, 1.09141, 0.854845, 0.590914, 0.0277598, 1.41034, 1.04627, 0.841075, 0.243365, 0.924431, 0.538407, 0.274868, -0.247519, 1.24423, 0.726023, 0.523605, 0.126429, 1.56547, 0.91366, 0.777291, 0.133187, 0.127908, -0.292968, -0.13919, -0.406367, 1.03199, 0.682346, 0.34742, 0.0191076, 1.35461, 0.871895, 0.356433, 0.18076, 2
1.35726, 1.19448, 0.820356, 0.505172, 1.75549, 1.03019, 0.590914, 0.508676, 1.78077, 1.22161, 0.841075, 0.508712, 1.5102, 1.10892, 0.754238, 0.124779, 1.53919, 1.12045, 1.06167, 0.338699, 1.56547, 1.13271, 0.777291, 0.344562, 1.9597, 1.06853, 0.878681, 0.387943, 1.99254, 1.25222, 0.885014, 0.388699, 1.72669, 1.09155, 0.65654, 0.392451, 2
1.72357, 1.19448, 0.820356, 0.505172, 1.75549, 1.42473, 1.13218, 0.508676, 1.41034, 1.22161, 1.1409, 0.508712, 1.5102, 1.10892, 0.754238, 0.33752, 1.53919, 1.12045, 0.762747, 0.338699, 1.56547, 0.91366, 1.07634, 0.503092, 1.66662, 1.06853, 0.639182, 0.387943, 1.32754, 1.07687, 0.646083, 0.388699, 1.72669, 1.09155, 0.65654, 0.18076, 2
1.72357, 1.01847, 0.580435, 0.237727, 1.38656, 1.03019, 0.590914, 0.508676, 1.41034, 1.04627, 0.601216, 0.243365, 1.5102, 0.889495, 0.754238, 0.124779, 1.53919, 0.901326, 0.762747, 0.338699, 1.26842, 0.91366, 0.538054, 0.344562, 1.66662, 1.06853, 0.878681, 0.176127, 1.69698, 1.07687, 0.646083, 0.177504, 1.72669, 1.09155, 0.65654, 0.18076, 2
1.06421, 0.666434, 0.280534, 0.237727, 0.722469, 0.679497, 0.0496452, -0.185981, 1.41034, 0.520266, 0.0615332, -0.18119, 1.5102, 1.10892, 0.754238, 0.497076, 1.24423, 0.901326, 0.523605, 0.338699, 1.26842, 0.91366, 0.298817, 0.133187, 1.30026, 1.06853, 1.17805, 0.387943, 1.32754, 0.857691, 0.646083, 0.177504, 1.05694, 0.871895, 0.356433, 0.18076, 2
0.697897, 0.666434, 0.0406134, -0.190184, 1.38656, 0.50415, 0.0496452, -0.185981, 1.41034, 0.520266, 0.0615332, 0.0310878, 1.21731, 0.889495, 0.514553, 0.33752, 1.24423, 0.901326, 0.284463, 0.126429, 0.971368, 0.73842, 0.05958, 0.133187, 1.30026, 0.848937, 0.639182, 0.176127, 1.03199, 0.857691, 0.34742, 0.177504, 1.05694, 0.871895, 0.65654, 0.0219924, 2
1.06421, 0.842451, 0.280534, 0.0237715, 1.09141, 0.679497, 0.590914, 0.0277598, 1.11399, 0.870939, 0.301392, 0.0310878, 0.924431, 0.713951, 0.274868, -0.0879627, 1.24423, 0.726023, 0.284463, -0.0858415, 0.971368, 0.56318, 0.05958, -0.078187, 1.00717, 0.673259, 0.339808, 0.0172653, 1.32754, 0.682346, 0.34742, 0.0191076, 1.35461, 0.520443, -0.123737, 0.0219924, 2
1.35726, 0.666434, 0.0406134, -0.190184, 1.09141, 0.679497, 0.290209, -0.185981, 0.743564, 0.520266, 0.0615332, -0.18119, 0.924431, 0.713951, 0.514553, -0.0879627, 0.949272, 0.550721, 0.284463, -0.245044, 0.971368, 0.56318, 0.05958, -0.078187, 1.00717, 0.673259, 0.100309, -0.194551, 1.03199, 0.682346, 0.34742, -0.192088, 1.05694, 0.520443, 0.116348, -0.189698, 2
0.697897, 0.666434, 0.0406134, 0.0237715, 0.722469, 0.50415, 0.0496452, 0.0277598, 0.743564, 0.34493, 0.301392, -0.18119, 1.21731, 0.538407, 0.274868, -0.0879627, 0.949272, 0.550721, 0.045321, -0.0858415, 0.971368, 0.73842, 0.298817, -0.236718, 0.714082, 0.673259, -0.13919, -0.194551, 0.736434, 0.682346, 0.34742, 0.0191076, 1.05694, 0.520443, 0.356433, 0.0219924, 2
0.404849, -0.0376343, -0.85909, -0.618096, 0.132169, -0.372589, -0.85247, -0.827203, 0.150878, -0.181079, -1.31766, -0.818022, 0.924431, 0.538407, 0.0351826, -0.0879627, 0.654313, -0.0190125, -0.911247, -0.669585, 0.377261, -0.356832, -0.658131, -0.870841, 1.30026, 0.848937, 0.339808, 0.0172653, 0.736434, 0.200145, -0.130442, -0.561679, 0.163936, -0.0945989, -0.783972, -0.771847, 5
-0.767343, -1.00573, -1.33893, -0.618096, -1.04843, -1.29317, -0.85247, -0.827203, -1.0345, -1.40843, -1.49755, -0.818022, -0.247102, -0.90983, -1.40293, -0.885743, -0.746742, -1.027, -1.56889, -1.04106, -0.736689, -1.18922, -1.37584, -0.870841, -0.16518, -0.468645, -1.45644, -1.20068, -0.445779, -0.764256, -1.86269, -1.35366, -0.431401, -0.885367, -1.62427, -1.19523, 4
-1.06039, -1.31376, -0.85909, -0.832052, -1.04843, -1.42468, -1.51402, -0.827203, -1.0345, -1.53993, -1.73741, -1.08337, -0.759647, -1.04149, -1.58269, -1.0453, -0.746742, -1.2023, -1.38953, -0.881855, -0.736689, -1.32065, -1.37584, -0.659466, -0.458267, -0.776081, -1.87556, -1.35954, -0.445779, -0.895765, -1.62376, -1.19527, -0.431401, -0.753572, -1.62427, -0.983537, 4
1.87009, 1.72254, 1.66008, 0.933084, 0.943832, 0.723334, 0.530773, 0.13463, 0.965822, 0.739437, 0.541251, -0.075051, 1.94952, 1.89887, 1.83282, 1.18849, 1.68667, 1.07663, 0.882318, 0.179496, 1.04563, 0.86985, 0.358626, 0.0275001, 1.73989, 2.03476, 1.7768, 0.970437, 1.47532, 1.60291, 1.78101, 0.758291, 0.684855, 1.00369, 0.65654, 0.233683, 2
0.624635, 0.3144, -0.199307, -0.457629, 0.353531, 0.153454, -0.431483, -0.666897, 0.373135, 0.169594, -0.658044, -0.658814, 0.704768, 0.318977, -0.384266, -0.566631, 0.728053, 0.331593, -0.552534, -0.77572, 0.748578, 0.212699, -0.359085, -0.765153, 0.347723, 0.365823, -0.378689, -0.72409, 0.662546, 0.200145, -0.130442, -0.508881, 0.982523, 0.212922, -0.123737, -0.507234, 3
0.624635, 0.138383, -0.439228, -0.885541, 0.353531, -0.0218938, -0.431483, -0.880638, 0.076792, -0.00574241, -0.418185, -0.871091, 0.411885, 0.0117755, -0.384266, -0.566631, 0.433094, 0.200116, -0.552534, -0.77572, 0.451525, 0.344129, -0.119848, -0.395248, 0.64081, 0.0144682, -0.378689, -0.72409, 0.366993, 0.0247994, -0.608304, -0.720076, 0.387187, 0.212922, -0.363823, -0.348466, 3
0.038539, -0.213651, -0.679149, -0.885541, -0.236769, -0.547937, -0.672047, -0.666897, -0.738152, -1.01393, -0.178326, -0.075051, -0.759647, -1.04149, 0.634395, 0.816189, -1.48414, -1.68439, 1.18125, 1.77152, -1.70211, -2.02162, 1.19596, 2.35262, -1.99698, -2.04974, 1.17805, 2.45315, -1.84966, -2.16702, 1.48234, 2.81744, -1.84532, -2.15938, 1.49684, 2.82689, 1
-1.49996, -1.92982, 0.760376, 1.68193, -1.71252, -2.1699, 1.37275, 2.27204, -1.47901, -1.89061, 1.08093, 1.67624, -1.71152, -2.18252, 1.17369, 2.57131, -2.00032, -2.16647, 1.18125, 2.56754, -1.70211, -2.15305, 1.19596, 2.56399, -1.85043, -2.1815, 1.17805, 2.66496, -1.84966, -2.03551, 1.18368, 2.81744, -1.84532, -2.15938, 1.49684, 2.82689, 1
-0.474295, -0.741702, 0.280534, 0.130749, 0.943832, 0.547987, 0.290209, -0.239416, 1.26217, 0.739437, 0.541251, 0.137226, -1.27219, -1.56812, 0.634395, 1.18849, 0.138135, -0.281966, -0.134035, -0.404247, 1.04563, 0.69461, 0.358626, 0.0275001, -1.85043, -2.1815, 1.17805, 2.66496, -1.18466, -1.20262, 0.34742, 0.758291, 0.387187, 0.388648, 0.116348, -0.348466, 1
1.21073, 0.886455, 0.520455, 0.130749, 1.23898, 0.898682, 0.530773, 0.13463, 1.26217, 0.739437, 0.541251, 0.137226, 0.997652, 0.670065, 0.634395, 0.018408, 1.31797, 0.682198, 0.344248, 0.179496, 1.34268, 0.86985, 0.358626, 0.186031, 1.15371, 0.585421, 0.339808, 0.0172653, 0.958099, 0.594673, 0.34742, 0.0191076, 1.80111, 1.00369, 0.896626, 0.392451, 2
1.50378, 0.886455, 1.06028, 0.505172, 1.53413, 1.11787, 0.771338, 0.348371, 1.55851, 1.13394, 0.78111, 0.349504, 1.65664, 1.06504, 0.634395, 0.177964, 1.31797, 0.8575, 0.643176, 0.391767, 1.34268, 0.86985, 0.896909, 0.186031, 1.4468, 0.805018, 0.639182, 0.229081, 1.77087, 0.9892, 0.885014, 0.388699, 1.80111, 1.22335, 0.65654, 0.604141, 2
1.50378, 0.886455, 0.760376, 0.344705, 1.23898, 0.898682, 0.530773, 0.348371, 1.55851, 0.914773, 0.541251, 0.508712, 1.65664, 1.06504, 0.634395, 0.177964, 1.68667, 1.07663, 0.643176, 0.179496, 1.714, 0.86985, 0.358626, 0.186031, 1.4468, 1.20029, 0.639182, 0.229081, 1.17976, 0.9892, 0.646083, 0.230303, 1.50344, 1.00369, 0.896626, 0.392451, 2
1.21073, 0.886455, 0.280534, -0.0832064, 1.23898, 0.547987, 0.290209, -0.0791105, 1.26217, 0.914773, 0.541251, 0.137226, 1.65664, 0.845609, 0.634395, 0.177964, 1.31797, 0.682198, 0.344248, 0.0202937, 1.34268, 0.86985, 0.358626, 0.186031, 1.4468, 1.20029, 0.639182, 0.0172653, 1.47532, 1.20838, 0.885014, 0.230303, 1.50344, 1.22335, 0.65654, 0.233683, 2
1.21073, 1.10648, 0.760376, 0.344705, 1.53413, 1.11787, 0.771338, 0.508676, 1.26217, 0.914773, 0.541251, 0.349504, 1.29053, 1.06504, 0.634395, 0.177964, 1.31797, 1.07663, 1.18125, 0.391767, 1.34268, 0.86985, 0.657672, 0.186031, 1.4468, 0.805018, 0.878681, 0.387943, 1.47532, 0.9892, 0.885014, 0.230303, 1.50344, 1.00369, 0.896626, 0.392451, 2
